facility_id,report_timestamp,report_hour,total_rack_units,occupied_rack_units,server_utilization_pct,rack_type,cooling_temp_celsius,cooling_efficiency_pue,active_servers,failed_servers,maintenance_servers,network_throughput_gbps,network_utilization_pct,report_source
DAL-02,2026-05-10T21:00:00,21,1650,768,56.0,gpu_compute,25.6,1.654,289,0,1,79.7,67.17,DCIM_EXPORT
DAL-02,2026-05-10T22:00:00,22,1072,600,54.36,networking,22.6,1.375,766,0,1,33.64,40.78,DCIM_EXPORT
DAL-02,2026-05-10T23:00:00,23,1025,707,57.31,blade,23.6,1.655,549,4,9,28.17,84.32,DCIM_EXPORT
ATL-01,2026-05-10T00:00:00,0,1539,494,40.3,blade,20.7,1.56,770,3,10,27.05,81.0,DCIM_EXPORT
ATL-01,2026-05-10T01:00:00,1,922,373,40.7,networking,22.8,1.482,250,3,5,16.88,36.54,DCIM_EXPORT
ATL-01,2026-05-10T02:00:00,2,1937,874,48.58,standard_1U,19.6,1.432,499,2,7,74.34,75.76,DCIM_EXPORT
ATL-01,2026-05-10T03:00:00,3,1732,406,42.44,networking,20.3,1.209,428,2,3,46.16,63.06,DCIM_EXPORT
ATL-01,2026-05-10T04:00:00,4,1441,838,55.05,standard_1U,24.2,1.268,758,2,0,31.12,59.69,DCIM_EXPORT
ATL-01,2026-05-10T05:00:00,5,1106,807,54.81,gpu_compute,18.9,1.598,371,1,1,29.1,67.49,DCIM_EXPORT
ATL-01,2026-05-10T06:00:00,6,930,323,40.33,standard_1U,19.6,1.402,348,1,2,74.64,33.06,DCIM_EXPORT
ATL-01,2026-05-10T07:00:00,7,1370,936,54.97,standard_1U,19.8,1.766,312,1,7,21.91,30.95,DCIM_EXPORT
ATL-01,2026-05-10T08:00:00,8,800,528,57.71,gpu_compute,22.4,1.798,562,4,4,20.65,73.87,DCIM_EXPORT
ATL-01,2026-05-10T09:00:00,9,1217,727,74.36,networking,24.7,1.514,654,1,0,13.97,32.31,DCIM_EXPORT
ATL-01,2026-05-10T10:00:00,10,1113,1118,68.81,standard_1U,25.7,1.797,642,3,0,49.17,52.94,DCIM_EXPORT
ATL-01,2026-05-10T11:00:00,11,1554,1172,69.64,networking,20.0,1.398,438,2,7,38.19,45.78,DCIM_EXPORT
ATL-01,2026-05-10T12:00:00,12,1617,993,79.13,gpu_compute,21.0,1.344,402,4,0,82.15,53.22,DCIM_EXPORT
ATL-01,2026-05-10T13:00:00,13,1138,1562,79.22,networking,21.4,1.495,496,2,8,87.88,71.64,DCIM_EXPORT
ATL-01,2026-05-10T14:00:00,14,1721,1093,76.03,standard_1U,22.4,1.713,648,3,8,69.03,70.6,DCIM_EXPORT
ATL-01,2026-05-10T15:00:00,15,1036,649,68.34,blade,21.8,1.657,646,4,9,94.3,82.09,DCIM_EXPORT
ATL-01,2026-05-10T16:00:00,16,878,1054,68.94,networking,26.3,1.734,732,5,2,29.78,50.48,DCIM_EXPORT
ATL-01,2026-05-10T17:00:00,17,1360,844,67.16,gpu_compute,18.8,1.247,778,5,3,67.19,82.68,DCIM_EXPORT
ATL-01,2026-05-10T18:00:00,18,1439,625,77.75,standard_1U,26.0,1.236,729,0,1,82.41,79.4,DCIM_EXPORT
ATL-01,2026-05-10T19:00:00,19,1984,607,44.33,gpu_compute,18.4,1.359,246,2,2,59.48,45.27,DCIM_EXPORT
ATL-01,2026-05-10T20:00:00,20,1823,599,51.43,gpu_compute,25.8,1.42,247,0,9,87.9,52.72,DCIM_EXPORT
ATL-01,2026-05-10T21:00:00,21,1529,458,50.83,storage_dense,25.1,1.345,668,0,7,74.71,42.37,DCIM_EXPORT
ATL-01,2026-05-10T22:00:00,22,974,924,52.15,blade,20.9,1.277,352,3,3,49.96,73.28,DCIM_EXPORT
ATL-01,2026-05-10T23:00:00,23,994,557,53.5,blade,25.5,1.556,669,4,7,65.01,47.49,DCIM_EXPORT
CHI-01,2026-05-10T00:00:00,0,1468,416,44.99,gpu_compute,20.9,1.217,208,3,8,27.25,75.72,DCIM_EXPORT
CHI-01,2026-05-10T01:00:00,1,1392,703,50.15,blade,25.8,1.566,447,2,2,77.67,37.39,DCIM_EXPORT
CHI-01,2026-05-10T02:00:00,2,1728,462,51.15,networking,25.3,1.346,328,1,9,59.3,79.78,DCIM_EXPORT
CHI-01,2026-05-10T03:00:00,3,1159,439,49.87,networking,22.8,1.366,241,2,4,61.8,71.03,DCIM_EXPORT
CHI-01,2026-05-10T04:00:00,4,831,575,50.39,standard_1U,24.9,1.32,498,4,7,12.11,69.64,DCIM_EXPORT
CHI-01,2026-05-10T05:00:00,5,899,804,42.78,standard_1U,20.7,1.471,641,0,6,26.37,68.16,DCIM_EXPORT
CHI-01,2026-05-10T06:00:00,6,1317,896,56.47,storage_dense,26.3,1.25,220,4,5,70.57,79.62,DCIM_EXPORT
CHI-01,2026-05-10T07:00:00,7,1742,591,53.4,standard_1U,21.7,1.76,356,0,3,75.89,77.29,DCIM_EXPORT
CHI-01,2026-05-10T08:00:00,8,1667,800,49.79,standard_1U,22.0,1.689,739,2,8,95.58,82.57,DCIM_EXPORT
CHI-01,2026-05-10T09:00:00,9,1923,995,67.04,storage_dense,25.3,1.685,601,1,8,84.67,55.05,DCIM_EXPORT
CHI-01,2026-05-10T10:00:00,10,1133,1284,66.64,blade,19.6,1.423,318,2,9,16.0,62.27,DCIM_EXPORT
CHI-01,2026-05-10T11:00:00,11,1243,1292,73.51,gpu_compute,25.9,1.383,490,5,4,46.07,70.26,DCIM_EXPORT
CHI-01,2026-05-10T12:00:00,12,1842,962,72.88,blade,20.8,1.296,471,5,6,19.68,81.18,DCIM_EXPORT
CHI-01,2026-05-10T13:00:00,13,1376,918,67.38,blade,26.7,1.623,295,2,0,19.16,64.68,DCIM_EXPORT
CHI-01,2026-05-10T14:00:00,14,1926,1336,74.51,gpu_compute,24.7,1.716,418,1,0,93.02,42.16,DCIM_EXPORT
CHI-01,2026-05-10T15:00:00,15,1334,924,67.55,standard_1U,23.7,1.455,497,1,3,18.86,64.78,DCIM_EXPORT
CHI-01,2026-05-10T16:00:00,16,1630,1282,70.91,networking,25.6,1.264,336,3,6,30.3,62.62,DCIM_EXPORT
CHI-01,2026-05-10T17:00:00,17,826,1126,66.13,storage_dense,21.7,1.589,600,3,7,92.53,78.74,DCIM_EXPORT
CHI-01,2026-05-10T18:00:00,18,1489,977,70.32,blade,18.5,1.2,554,5,0,77.92,67.91,DCIM_EXPORT
CHI-01,2026-05-10T19:00:00,19,1500,546,54.19,storage_dense,23.5,1.545,625,1,0,75.78,53.5,DCIM_EXPORT
CHI-01,2026-05-10T20:00:00,20,1751,438,49.44,standard_1U,23.3,1.659,800,1,5,63.86,43.88,DCIM_EXPORT
CHI-01,2026-05-10T21:00:00,21,878,777,55.48,blade,25.3,1.634,490,0,10,53.28,78.91,DCIM_EXPORT
CHI-01,2026-05-10T22:00:00,22,1510,796,50.67,storage_dense,19.1,1.39,505,5,0,97.48,40.21,DCIM_EXPORT
CHI-01,2026-05-10T23:00:00,23,1416,865,44.67,networking,19.7,1.534,528,0,6,17.71,44.04,DCIM_EXPORT
SEA-01,2026-05-10T00:00:00,0,1303,670,41.73,standard_1U,21.3,1.576,463,0,5,74.4,45.17,DCIM_EXPORT
SEA-01,2026-05-10T01:00:00,1,1116,623,50.01,standard_1U,19.5,1.537,313,4,4,58.2,62.28,DCIM_EXPORT
SEA-01,2026-05-10T02:00:00,2,971,827,45.11,blade,20.6,1.426,744,0,4,32.91,63.66,DCIM_EXPORT
SEA-01,2026-05-10T03:00:00,3,880,498,40.84,gpu_compute,22.9,1.748,625,2,7,40.99,65.91,DCIM_EXPORT
SEA-01,2026-05-10T04:00:00,4,1044,480,48.63,storage_dense,20.2,1.724,512,0,6,59.59,36.6,DCIM_EXPORT
SEA-01,2026-05-10T05:00:00,5,1164,843,44.02,networking,21.2,1.583,335,4,9,60.76,57.76,DCIM_EXPORT
SEA-01,2026-05-10T06:00:00,6,1113,463,49.93,blade,18.2,1.243,498,4,7,76.52,57.05,DCIM_EXPORT
SEA-01,2026-05-10T07:00:00,7,879,560,51.53,blade,19.3,1.353,690,2,1,98.54,61.91,DCIM_EXPORT
SEA-01,2026-05-10T08:00:00,8,952,647,52.23,standard_1U,25.9,1.573,673,4,3,69.84,72.64,DCIM_EXPORT
SEA-01,2026-05-10T09:00:00,9,1902,1092,69.92,standard_1U,18.5,1.334,698,4,3,14.94,68.58,DCIM_EXPORT
SEA-01,2026-05-10T10:00:00,10,1746,1310,78.01,storage_dense,26.2,1.598,773,4,5,73.8,47.87,DCIM_EXPORT
SEA-01,2026-05-10T11:00:00,11,1943,1139,78.07,gpu_compute,23.8,1.489,241,4,10,90.71,38.65,DCIM_EXPORT
SEA-01,2026-05-10T12:00:00,12,1488,1395,72.29,networking,21.6,1.29,450,2,5,93.01,68.26,DCIM_EXPORT
SEA-01,2026-05-10T13:00:00,13,1855,1288,70.28,networking,20.3,1.469,410,2,7,25.1,45.94,DCIM_EXPORT
SEA-01,2026-05-10T14:00:00,14,1837,1245,70.84,standard_1U,20.4,1.359,766,4,10,33.95,34.95,DCIM_EXPORT
SEA-01,2026-05-10T15:00:00,15,1325,1265,78.53,gpu_compute,20.3,1.61,476,2,9,41.5,53.65,DCIM_EXPORT
SEA-01,2026-05-10T16:00:00,16,1480,1252,75.44,blade,20.0,1.742,450,1,1,26.11,34.14,DCIM_EXPORT
SEA-01,2026-05-10T17:00:00,17,1506,1217,74.09,networking,26.2,1.78,351,5,0,47.11,40.93,DCIM_EXPORT
SEA-01,2026-05-10T18:00:00,18,1458,894,75.22,standard_1U,23.1,1.542,455,3,8,87.76,63.53,DCIM_EXPORT
SEA-01,2026-05-10T19:00:00,19,1068,877,50.91,blade,25.5,1.644,712,2,6,73.95,59.18,DCIM_EXPORT
SEA-01,2026-05-10T20:00:00,20,1787,476,42.56,standard_1U,25.1,1.365,572,5,8,23.13,32.51,DCIM_EXPORT
SEA-01,2026-05-10T21:00:00,21,1364,674,50.73,blade,24.6,1.764,715,4,8,42.87,62.78,DCIM_EXPORT
SEA-01,2026-05-10T22:00:00,22,1772,1063,54.95,blade,18.9,1.626,466,2,1,52.46,52.98,DCIM_EXPORT
SEA-01,2026-05-10T23:00:00,23,1037,1033,53.07,blade,23.2,1.601,526,3,6,75.57,33.51,DCIM_EXPORT
NYC-01,2026-05-10T00:00:00,0,968,530,45.7,gpu_compute,23.3,1.432,800,4,2,69.56,44.34,DCIM_EXPORT
NYC-01,2026-05-10T01:00:00,1,1838,809,50.24,blade,20.5,1.563,391,1,3,77.69,78.17,DCIM_EXPORT
NYC-01,2026-05-10T02:00:00,2,1985,836,54.66,storage_dense,19.6,1.458,583,4,9,55.77,59.1,DCIM_EXPORT
NYC-01,2026-05-10T03:00:00,3,1758,441,43.16,standard_1U,26.5,1.715,715,2,8,42.26,34.17,DCIM_EXPORT
NYC-01,2026-05-10T04:00:00,4,1507,772,47.56,gpu_compute,19.7,1.366,548,5,0,37.98,72.6,DCIM_EXPORT
NYC-01,2026-05-10T05:00:00,5,1624,471,46.87,storage_dense,25.8,1.662,750,2,3,59.03,39.62,DCIM_EXPORT
NYC-01,2026-05-10T06:00:00,6,1996,912,54.67,blade,22.9,1.416,371,3,5,42.02,47.99,DCIM_EXPORT
NYC-01,2026-05-10T07:00:00,7,1679,485,51.51,standard_1U,26.9,1.491,522,5,9,21.35,68.96,DCIM_EXPORT
NYC-01,2026-05-10T08:00:00,8,952,783,59.65,standard_1U,26.6,1.366,684,3,6,33.41,50.62,DCIM_EXPORT
NYC-01,2026-05-10T09:00:00,9,1955,692,68.94,storage_dense,23.2,1.669,799,0,3,75.12,76.9,DCIM_EXPORT
NYC-01,2026-05-10T10:00:00,10,1644,1235,74.6,storage_dense,18.6,1.499,420,5,5,41.15,32.59,DCIM_EXPORT
NYC-01,2026-05-10T11:00:00,11,1380,1165,75.01,blade,24.1,1.593,334,5,8,18.65,84.34,DCIM_EXPORT
NYC-01,2026-05-10T12:00:00,12,1202,1397,73.99,storage_dense,21.7,1.278,502,2,8,79.02,62.56,DCIM_EXPORT
NYC-01,2026-05-10T13:00:00,13,1610,801,70.43,gpu_compute,24.3,1.691,226,5,5,38.92,84.98,DCIM_EXPORT
NYC-01,2026-05-10T14:00:00,14,1923,929,73.15,blade,24.2,1.566,561,4,1,53.78,55.77,DCIM_EXPORT
NYC-01,2026-05-10T15:00:00,15,934,1330,69.65,blade,21.1,1.55,661,4,3,40.94,70.04,DCIM_EXPORT
NYC-01,2026-05-10T16:00:00,16,1019,1117,76.2,gpu_compute,22.4,1.289,774,5,0,28.64,38.48,DCIM_EXPORT
NYC-01,2026-05-10T17:00:00,17,1962,1490,75.23,gpu_compute,22.7,1.776,505,0,10,44.83,84.0,DCIM_EXPORT
NYC-01,2026-05-10T18:00:00,18,1778,1510,76.42,networking,26.9,1.341,421,4,9,72.52,49.14,DCIM_EXPORT
NYC-01,2026-05-10T19:00:00,19,1112,729,46.46,standard_1U,18.8,1.546,410,4,4,86.12,53.32,DCIM_EXPORT
NYC-01,2026-05-10T20:00:00,20,1054,551,50.4,blade,22.7,1.678,485,5,8,34.42,39.2,DCIM_EXPORT
NYC-01,2026-05-10T21:00:00,21,1344,826,51.66,networking,21.1,1.616,351,2,4,57.27,40.8,DCIM_EXPORT
NYC-01,2026-05-10T22:00:00,22,1235,401,40.64,blade,18.6,1.541,326,4,6,97.03,53.56,DCIM_EXPORT
NYC-01,2026-05-10T23:00:00,23,1492,455,45.82,storage_dense,23.4,1.655,399,4,6,46.0,67.66,DCIM_EXPORT
LAX-01,2026-05-10T00:00:00,0,1369,958,48.32,blade,22.3,1.241,775,0,9,20.18,38.37,DCIM_EXPORT
LAX-01,2026-05-10T01:00:00,1,1946,598,40.51,standard_1U,18.9,1.371,467,0,0,28.31,64.68,DCIM_EXPORT
LAX-01,2026-05-10T02:00:00,2,1385,858,57.78,blade,20.4,1.625,423,5,0,73.03,79.31,DCIM_EXPORT
LAX-01,2026-05-10T03:00:00,3,1168,654,44.56,standard_1U,22.4,1.455,701,2,2,12.39,45.52,DCIM_EXPORT
LAX-01,2026-05-10T04:00:00,4,1508,912,49.47,networking,20.7,1.249,241,3,10,20.82,38.99,DCIM_EXPORT
LAX-01,2026-05-10T05:00:00,5,1141,482,52.18,standard_1U,21.6,1.244,785,3,4,86.32,38.03,DCIM_EXPORT
LAX-01,2026-05-10T06:00:00,6,1230,555,59.55,storage_dense,25.5,1.437,456,1,5,54.45,54.91,DCIM_EXPORT
LAX-01,2026-05-10T07:00:00,7,983,824,53.98,storage_dense,19.0,1.577,496,2,4,22.19,37.6,DCIM_EXPORT
LAX-01,2026-05-10T08:00:00,8,1810,440,45.95,blade,25.9,1.321,570,3,1,27.81,68.69,DCIM_EXPORT
LAX-01,2026-05-10T09:00:00,9,1244,723,69.25,standard_1U,26.0,1.36,773,0,5,67.61,61.48,DCIM_EXPORT
LAX-01,2026-05-10T10:00:00,10,1693,600,65.9,gpu_compute,18.3,1.546,522,1,3,24.04,83.3,DCIM_EXPORT
LAX-01,2026-05-10T11:00:00,11,1838,837,75.83,blade,26.2,1.277,625,3,1,66.87,35.23,DCIM_EXPORT
LAX-01,2026-05-10T12:00:00,12,826,1284,66.1,standard_1U,23.1,1.239,240,5,4,54.48,60.81,DCIM_EXPORT
LAX-01,2026-05-10T13:00:00,13,1476,1027,67.58,gpu_compute,19.8,1.478,574,2,5,52.23,54.37,DCIM_EXPORT
LAX-01,2026-05-10T14:00:00,14,1661,923,65.57,storage_dense,23.2,1.575,733,2,1,20.33,57.83,DCIM_EXPORT
LAX-01,2026-05-10T15:00:00,15,983,889,77.14,standard_1U,18.5,1.516,377,5,6,54.73,45.59,DCIM_EXPORT
LAX-01,2026-05-10T16:00:00,16,911,1378,79.14,standard_1U,18.0,1.395,267,5,7,58.33,63.8,DCIM_EXPORT
LAX-01,2026-05-10T17:00:00,17,1418,959,65.55,networking,23.8,1.387,613,4,0,45.75,70.09,DCIM_EXPORT
LAX-01,2026-05-10T18:00:00,18,1277,1449,79.62,blade,22.8,1.333,630,2,6,59.16,36.72,DCIM_EXPORT
LAX-01,2026-05-10T19:00:00,19,1116,531,45.66,standard_1U,21.3,1.284,529,1,9,81.11,41.4,DCIM_EXPORT
LAX-01,2026-05-10T20:00:00,20,1170,1014,55.52,standard_1U,26.7,1.702,783,1,2,80.33,59.94,DCIM_EXPORT
LAX-01,2026-05-10T21:00:00,21,1955,635,51.04,gpu_compute,20.3,1.312,733,5,7,84.3,82.41,DCIM_EXPORT
LAX-01,2026-05-10T22:00:00,22,1008,692,56.42,blade,19.5,1.21,248,3,2,50.41,71.13,DCIM_EXPORT
LAX-01,2026-05-10T23:00:00,23,1914,696,41.32,storage_dense,21.0,1.279,310,5,6,96.83,50.96,DCIM_EXPORT
MIA-01,2026-05-10T00:00:00,0,1036,488,46.34,storage_dense,19.8,1.425,285,4,7,28.41,81.76,DCIM_EXPORT
MIA-01,2026-05-10T01:00:00,1,1948,889,46.5,standard_1U,22.6,1.57,727,4,8,30.51,59.96,DCIM_EXPORT
MIA-01,2026-05-10T02:00:00,2,1374,566,53.82,storage_dense,23.5,1.757,501,4,2,39.03,37.91,DCIM_EXPORT
MIA-01,2026-05-10T03:00:00,3,1590,608,58.55,gpu_compute,19.3,1.668,349,0,2,80.69,84.83,DCIM_EXPORT
MIA-01,2026-05-10T04:00:00,4,1342,435,42.44,networking,18.1,1.344,277,3,9,95.58,30.56,DCIM_EXPORT
MIA-01,2026-05-10T05:00:00,5,1014,823,53.43,standard_1U,24.5,1.632,505,0,0,71.6,68.19,DCIM_EXPORT
MIA-01,2026-05-10T06:00:00,6,1583,578,47.65,gpu_compute,18.2,1.74,793,2,1,69.15,44.53,DCIM_EXPORT
MIA-01,2026-05-10T07:00:00,7,891,923,49.87,standard_1U,25.2,1.72,507,2,7,71.97,40.7,DCIM_EXPORT
MIA-01,2026-05-10T08:00:00,8,1471,764,53.72,gpu_compute,26.2,1.277,721,3,1,57.13,50.75,DCIM_EXPORT
MIA-01,2026-05-10T09:00:00,9,1533,1300,77.85,networking,23.7,1.781,744,4,9,57.15,61.98,DCIM_EXPORT
MIA-01,2026-05-10T10:00:00,10,1805,1386,76.93,standard_1U,24.2,1.474,724,4,6,88.15,31.38,DCIM_EXPORT
MIA-01,2026-05-10T11:00:00,11,1812,687,72.85,gpu_compute,23.8,1.254,587,4,5,72.36,48.78,DCIM_EXPORT
MIA-01,2026-05-10T12:00:00,12,929,1080,74.91,standard_1U,26.3,1.695,270,1,4,88.17,58.92,DCIM_EXPORT
MIA-01,2026-05-10T13:00:00,13,1719,899,74.42,networking,20.1,1.75,401,0,2,96.03,83.94,DCIM_EXPORT
MIA-01,2026-05-10T14:00:00,14,1525,882,67.54,gpu_compute,19.0,1.305,696,0,9,13.21,36.51,DCIM_EXPORT
MIA-01,2026-05-10T15:00:00,15,940,1176,70.67,storage_dense,19.8,1.255,687,4,4,18.7,54.17,DCIM_EXPORT
MIA-01,2026-05-10T16:00:00,16,1106,1311,70.45,gpu_compute,21.1,1.785,537,4,4,19.27,36.98,DCIM_EXPORT
MIA-01,2026-05-10T17:00:00,17,1878,787,79.42,networking,22.7,1.769,770,5,3,73.27,77.07,DCIM_EXPORT
MIA-01,2026-05-10T18:00:00,18,857,1241,66.37,networking,20.2,1.298,259,3,10,62.16,50.66,DCIM_EXPORT
MIA-01,2026-05-10T19:00:00,19,805,722,42.81,standard_1U,26.6,1.646,748,2,2,72.33,60.91,DCIM_EXPORT
MIA-01,2026-05-10T20:00:00,20,1724,869,46.41,blade,21.3,1.261,554,4,4,31.76,60.53,DCIM_EXPORT
MIA-01,2026-05-10T21:00:00,21,1455,387,46.88,standard_1U,21.5,1.307,706,5,10,29.01,30.48,DCIM_EXPORT
MIA-01,2026-05-10T22:00:00,22,920,544,51.45,networking,20.4,1.668,236,3,0,29.68,41.25,DCIM_EXPORT
MIA-01,2026-05-10T23:00:00,23,911,483,46.49,standard_1U,20.7,1.632,562,0,3,91.47,55.57,DCIM_EXPORT
DEN-01,2026-05-10T00:00:00,0,1105,599,50.67,storage_dense,20.9,1.387,623,5,0,89.37,54.6,DCIM_EXPORT
DEN-01,2026-05-10T01:00:00,1,1709,525,42.54,storage_dense,22.9,1.525,697,1,10,24.25,61.46,DCIM_EXPORT
DEN-01,2026-05-10T02:00:00,2,1602,399,42.59,standard_1U,26.2,1.262,321,5,1,81.73,75.89,DCIM_EXPORT
DEN-01,2026-05-10T03:00:00,3,1117,675,54.94,gpu_compute,22.2,1.68,386,0,0,86.42,35.74,DCIM_EXPORT
DEN-01,2026-05-10T04:00:00,4,1836,977,55.78,standard_1U,18.7,1.325,241,0,4,43.21,33.63,DCIM_EXPORT
DEN-01,2026-05-10T05:00:00,5,985,787,40.37,gpu_compute,26.1,1.383,621,1,1,25.07,71.7,DCIM_EXPORT
DEN-01,2026-05-10T06:00:00,6,1175,1010,57.94,networking,25.7,1.363,211,1,5,28.16,34.12,DCIM_EXPORT
DEN-01,2026-05-10T07:00:00,7,1161,766,45.16,storage_dense,23.4,1.289,785,5,6,69.74,78.0,DCIM_EXPORT
DEN-01,2026-05-10T08:00:00,8,1347,1086,54.82,blade,24.9,1.548,761,1,6,37.04,56.63,DCIM_EXPORT
DEN-01,2026-05-10T09:00:00,9,1813,665,68.83,standard_1U,24.1,1.698,581,5,8,89.66,44.46,DCIM_EXPORT
