facility_id,billing_date,customer_id,customer_name,contract_type,rack_count,power_allocation_kw,monthly_rate_usd,daily_revenue_usd,contract_start_date,contract_end_date,invoice_status,report_source
SEA-01,2026-05-11,e137b95c-70dc-45d1-8745-cbd46472071f,Turner-Watson,cloud,39,366.26,73443.25,2448.11,2023-12-13,2026-07-31,pending,ERP_BILLING_EXPORT
SEA-01,2026-05-11,63decd80-ca8d-47d2-9daa-88ba61a04c30,"Patterson, Wilson and Tyler",cloud,23,89.03,49147.14,1638.24,2024-01-11,2027-08-21,paid,ERP_BILLING_EXPORT
SEA-01,2026-05-11,852d1e20-5c38-4cd8-aab8-0ee8e4d15ffd,Nichols-Horn,colocation,7,69.25,12864.42,428.81,2025-11-17,2028-08-02,pending,ERP_BILLING_EXPORT
SEA-01,2026-05-11,0c95d060-bee8-45c0-9552-9b8c2e23c864,Turner-Watson,cloud,14,51.09,16655.97,555.2,2024-10-04,2026-10-31,overdue,ERP_BILLING_EXPORT
SEA-01,2026-05-11,6a273a0c-c5d3-4bc5-8be1-804256fc3a06,Moore Ltd,colocation,24,121.75,35812.36,1193.75,2025-04-23,2027-03-17,paid,ERP_BILLING_EXPORT
SEA-01,2026-05-11,af24fae7-e4b7-47ba-8488-86ff6cd0db5a,Nichols-Horn,colocation,41,143.43,57026.8,1900.89,2025-04-25,2027-09-06,overdue,ERP_BILLING_EXPORT
SEA-01,2026-05-11,61e29b21-fc91-4402-916b-fc97c9634a67,Martin Group,wholesale,19,158.95,34846.21,1161.54,2025-12-20,2028-02-05,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,0eef8eb1-7eed-4cf9-b0c2-04cfcdf53651,Mendez-Hopkins,colocation,10,54.77,11459.65,381.99,2024-12-01,2027-04-03,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,2684b071-5a81-4315-9eb4-5f5ed748eef3,Moore Ltd,colocation,46,122.42,76198.3,2539.94,2023-06-05,2028-12-18,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,148d8d73-dccb-4950-9590-e9c8f5fe3958,Mendez-Mckay,cloud,35,98.44,34331.21,1144.37,2025-04-11,2027-02-19,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,3b110606-9e78-4c56-b5ff-6c6c76044bfa,Hill PLC,cloud,46,454.12,84247.77,2808.26,2023-12-27,2028-10-09,pending,ERP_BILLING_EXPORT
NYC-01,2026-05-11,3aa7152c-ea71-4534-a42a-e40e5a975843,Carr Ltd,wholesale,28,132.35,55696.17,1856.54,2026-03-22,2028-01-16,pending,ERP_BILLING_EXPORT
NYC-01,2026-05-11,df5457e2-c5ff-4f23-95b8-44a386a489ba,"Thomas, Raymond and Perez",colocation,25,77.03,53317.54,1777.25,2024-08-21,2029-04-13,pending,ERP_BILLING_EXPORT
NYC-01,2026-05-11,6277543d-0462-4692-9bc1-3f4d274bcab1,Gonzalez PLC,wholesale,17,140.26,17209.02,573.63,2024-08-18,2028-01-28,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,ca4f30ba-2916-45b6-9c1a-3567d00bb5eb,Kaufman-Kelley,wholesale,48,367.1,54116.91,1803.9,2025-08-14,2028-07-01,overdue,ERP_BILLING_EXPORT
NYC-01,2026-05-11,75154a5a-df5a-4dae-9687-5e40f31ae34e,Johnson-Roberts,wholesale,39,148.83,96981.4,3232.71,2023-08-19,2026-06-22,paid,ERP_BILLING_EXPORT
NYC-01,2026-05-11,2623666e-072b-4688-9805-54fc2e8fe22b,Simpson Group,cloud,23,205.5,53116.11,1770.54,2025-08-03,2028-05-30,pending,ERP_BILLING_EXPORT
LAX-01,2026-05-11,0d261e81-832b-402c-b908-7bcaaae3a9ea,Mendez-Mckay,cloud,46,383.2,106916.51,3563.88,2024-09-19,2027-06-15,pending,ERP_BILLING_EXPORT
LAX-01,2026-05-11,de651b44-5f70-42f2-9180-23dff2935c7c,"Harrison, Mitchell and Shah",wholesale,28,166.55,23325.14,777.5,2026-04-05,2028-06-08,overdue,ERP_BILLING_EXPORT
LAX-01,2026-05-11,823fead4-f1e3-4211-a152-846fbcfb24e6,Ortiz-Koch,colocation,38,186.29,84761.81,2825.39,2024-05-15,2028-10-05,paid,ERP_BILLING_EXPORT
LAX-01,2026-05-11,0ec2091a-d631-457c-b869-0b0f4fd0ba22,Carr Ltd,cloud,8,54.45,17877.2,595.91,2025-09-22,2028-09-30,pending,ERP_BILLING_EXPORT
LAX-01,2026-05-11,3b88ccc9-f094-422d-a65f-bcb7ebcb89d0,Gonzalez PLC,cloud,41,109.86,71666.65,2388.89,2025-07-27,2027-12-12,paid,ERP_BILLING_EXPORT
LAX-01,2026-05-11,099ab660-9bef-4a37-bddd-b10700a21275,Martin Group,wholesale,31,196.24,47488.23,1582.94,2024-12-19,2027-09-20,pending,ERP_BILLING_EXPORT
LAX-01,2026-05-11,327804d2-ea71-42c7-8682-8354bed41cd1,Turner-Watson,colocation,10,68.54,10488.9,349.63,2026-02-05,2027-03-06,overdue,ERP_BILLING_EXPORT
LAX-01,2026-05-11,bb08942f-2037-44a7-a47c-a156ad7a5bb5,Martin Group,colocation,25,94.56,41274.58,1375.82,2023-06-07,2027-12-19,pending,ERP_BILLING_EXPORT
LAX-01,2026-05-11,dff043d7-d9ac-499d-bcec-6f23dc5a431b,Lopez PLC,wholesale,30,293.94,28875.44,962.51,2024-09-22,2027-09-27,paid,ERP_BILLING_EXPORT
LAX-01,2026-05-11,3435514d-1cfb-46db-960e-91c5f5623549,Martin Group,cloud,5,49.72,4663.37,155.45,2024-10-04,2027-11-27,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,bd2f5775-1c17-457e-baeb-5aa270dfe488,Mendez-Mckay,wholesale,34,172.7,46709.61,1556.99,2026-01-01,2027-09-15,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,e4de1bd4-0502-4f66-96c8-5aa08bdfee70,Mendez-Mckay,colocation,49,195.82,50658.37,1688.61,2023-12-30,2028-07-04,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,5acf109a-2bc8-4800-a3db-717a736b68a3,"Patterson, Wilson and Tyler",colocation,34,319.1,27281.84,909.39,2024-04-03,2028-10-18,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,acb41775-dd96-4947-a6f7-e8c734944d36,Gonzalez PLC,wholesale,35,193.47,39611.73,1320.39,2025-09-12,2028-11-12,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,9cd9bf2c-6140-4754-b77c-242b9254096a,Hill PLC,colocation,41,106.33,98466.28,3282.21,2023-08-26,2027-01-19,pending,ERP_BILLING_EXPORT
MIA-01,2026-05-11,43cd6d45-b1b8-4470-82ab-778e48a38523,Blake-Walls,wholesale,40,197.34,37177.87,1239.26,2025-06-25,2028-01-24,overdue,ERP_BILLING_EXPORT
MIA-01,2026-05-11,04e6fbb4-e7fd-4e3b-8343-9fac3ff71c5f,"Harrison, Mitchell and Shah",colocation,23,186.12,34962.63,1165.42,2024-07-22,2029-04-05,paid,ERP_BILLING_EXPORT
MIA-01,2026-05-11,cfed98e8-47a5-4e96-93b1-e81bf2190eb1,Simpson Group,wholesale,25,151.82,45476.72,1515.89,2023-11-24,2027-07-28,pending,ERP_BILLING_EXPORT
MIA-01,2026-05-11,faa21725-56cd-48b0-bc77-1eab1b88b767,Reeves-Campbell,wholesale,31,161.53,72415.92,2413.86,2023-06-22,2027-04-09,paid,ERP_BILLING_EXPORT
MIA-01,2026-05-11,1c71b625-f483-462f-b385-df0573d785a4,Ortiz-Koch,cloud,30,123.85,53833.06,1794.44,2026-03-11,2029-05-01,paid,ERP_BILLING_EXPORT
DEN-01,2026-05-11,49f4075e-84fd-4743-a792-3577b26fbfd6,"Young, Young and Anderson",colocation,27,185.11,60571.62,2019.05,2025-02-16,2028-12-26,overdue,ERP_BILLING_EXPORT
DEN-01,2026-05-11,a5aa1991-6e6c-45c2-897d-c2753ff9780d,"Mcfarland, Newman and Obrien",wholesale,32,170.25,59442.5,1981.42,2025-10-26,2027-04-20,paid,ERP_BILLING_EXPORT
DEN-01,2026-05-11,6278a995-87bc-427c-9157-d0c7258959c1,"Blackwell, Howard and Smith",colocation,32,220.81,36492.1,1216.4,2023-12-26,2028-12-21,overdue,ERP_BILLING_EXPORT
DEN-01,2026-05-11,bc2f5392-5b7b-4545-ae25-24b640172c2b,Martin Group,wholesale,39,131.51,83678.73,2789.29,2024-02-03,2028-06-11,overdue,ERP_BILLING_EXPORT
DEN-01,2026-05-11,0c3d23a9-bbb7-4f8e-8415-4317a2f2b5e5,"Klein, Rosales and Williams",cloud,30,75.55,51833.85,1727.8,2025-07-28,2027-02-18,paid,ERP_BILLING_EXPORT
DEN-01,2026-05-11,0f3c4201-f5e2-46ce-a8a6-ccd47df321b5,"Thomas, Raymond and Perez",colocation,17,55.71,32289.83,1076.33,2025-03-13,2026-10-09,paid,ERP_BILLING_EXPORT
DEN-01,2026-05-11,f65dfaf4-1068-4aba-82aa-7e7d4e63a68f,Johnson-Roberts,wholesale,26,113.39,52350.4,1745.01,2023-09-15,2027-11-10,overdue,ERP_BILLING_EXPORT
DEN-01,2026-05-11,09a88577-85bf-4625-85b4-13376d07d8a0,"Weber, Dean and Salazar",colocation,25,243.24,23789.6,792.99,2025-08-21,2027-03-07,pending,ERP_BILLING_EXPORT
DEN-01,2026-05-11,b0df2ccb-00ef-4dbd-b688-8c347bf22cfb,Ortiz-Koch,colocation,26,236.89,41749.08,1391.64,2024-04-18,2027-11-07,overdue,ERP_BILLING_EXPORT
DEN-01,2026-05-11,a5e681ce-a345-464c-bb02-f1cc61a94243,"Harrison, Mitchell and Shah",colocation,40,180.53,89934.64,2997.82,2023-12-21,2026-10-22,pending,ERP_BILLING_EXPORT
PHX-01,2026-05-11,462862d9-4f83-4f39-ad26-e3098167efc0,"Thomas, Raymond and Perez",colocation,33,295.07,31295.26,1043.18,2025-04-30,2028-07-19,pending,ERP_BILLING_EXPORT
PHX-01,2026-05-11,08a8feab-be78-4c99-a87f-a13fa9f6f38c,"Blackwell, Howard and Smith",wholesale,33,94.18,49506.31,1650.21,2025-05-07,2026-12-29,overdue,ERP_BILLING_EXPORT
PHX-01,2026-05-11,f49eeb36-adc8-48f4-9e6e-9ef1ad230209,Wade-York,wholesale,28,145.65,52243.03,1741.43,2024-03-25,2028-08-25,paid,ERP_BILLING_EXPORT
PHX-01,2026-05-11,ae24c043-94a4-4379-8245-a677c33975ad,"Weber, Dean and Salazar",wholesale,10,79.03,22144.56,738.15,2023-07-10,2027-02-12,paid,ERP_BILLING_EXPORT
PHX-01,2026-05-11,7b47fb39-2e23-4304-b8fe-d910ecab36c4,Gonzalez PLC,colocation,29,164.93,33854.72,1128.49,2023-06-18,2026-07-16,overdue,ERP_BILLING_EXPORT
PHX-01,2026-05-11,c4e0e208-e93a-46d4-9c4e-4b19f2ef02b5,Ortiz-Koch,wholesale,29,78.92,31895.73,1063.19,2024-12-19,2026-12-07,paid,ERP_BILLING_EXPORT
PHX-01,2026-05-11,f4682ddc-1ecd-4bdf-b744-1265fcd18306,Mendez-Hopkins,wholesale,14,34.23,21368.59,712.29,2026-03-13,2028-04-14,paid,ERP_BILLING_EXPORT
PHX-01,2026-05-11,d52e36d1-6cfb-4a70-acd8-b04228a97068,Mendez-Mckay,wholesale,47,428.73,68823.31,2294.11,2024-03-24,2028-11-17,paid,ERP_BILLING_EXPORT
PHX-01,2026-05-11,efe70f36-8de5-4642-8f4b-db00f57d7f00,"Thomas, Raymond and Perez",colocation,47,379.48,42861.03,1428.7,2025-09-12,2026-12-08,overdue,ERP_BILLING_EXPORT
PHX-01,2026-05-11,82fc8471-880f-4644-8efa-e1740a59d0ab,"Young, Young and Anderson",cloud,47,461.42,114510.93,3817.03,2023-09-14,2028-03-31,overdue,ERP_BILLING_EXPORT
BOS-01,2026-05-11,17219c13-7b9d-41f9-9f9c-81a5bb3a8307,Simpson Group,colocation,17,89.28,34445.14,1148.17,2025-04-21,2027-01-27,paid,ERP_BILLING_EXPORT
BOS-01,2026-05-11,ed6d79ea-8586-4294-92a6-091f398f0dac,"Young, Young and Anderson",colocation,43,382.1,61774.72,2059.16,2024-08-29,2028-03-13,overdue,ERP_BILLING_EXPORT
BOS-01,2026-05-11,95620560-4253-4b53-a093-fc2d37029232,Nichols-Horn,wholesale,29,145.2,40690.76,1356.36,2023-08-01,2028-11-24,paid,ERP_BILLING_EXPORT
BOS-01,2026-05-11,198c7fd5-1383-47d8-97ff-6c9aed4170c1,Kaufman-Kelley,colocation,48,459.52,62595.04,2086.5,2024-08-19,2028-05-25,overdue,ERP_BILLING_EXPORT
BOS-01,2026-05-11,0b76e5bb-e5f8-4960-83d8-cc6046dc7519,Mendez-Mckay,colocation,21,113.74,19742.47,658.08,2025-10-18,2027-12-18,pending,ERP_BILLING_EXPORT
BOS-01,2026-05-11,6aa885ab-3586-4354-8931-e00e6d90d3e1,"Mcfarland, Newman and Obrien",cloud,46,456.67,44855.33,1495.18,2025-06-29,2028-03-31,overdue,ERP_BILLING_EXPORT
BOS-01,2026-05-11,8ccc4acc-7a6a-4ecc-8599-6cdc35701f03,"Evans, Parks and Stanley",cloud,37,229.94,86699.44,2889.98,2026-04-09,2026-09-29,paid,ERP_BILLING_EXPORT
BOS-01,2026-05-11,4498e227-468b-4376-b2ca-0a72cd5fd6c0,"Evans, Parks and Stanley",cloud,36,135.56,61982.33,2066.08,2024-08-18,2028-07-26,paid,ERP_BILLING_EXPORT
BOS-01,2026-05-11,c7b67839-1810-4e08-9f2c-94fb1372eaf0,"Weber, Dean and Salazar",wholesale,22,91.86,40590.96,1353.03,2023-08-14,2027-08-21,pending,ERP_BILLING_EXPORT
BOS-01,2026-05-11,38243072-afa6-418a-b10a-8ba92befb7e0,Mendez-Hopkins,cloud,41,146.38,102121.09,3404.04,2024-07-23,2028-09-20,overdue,ERP_BILLING_EXPORT
HOU-01,2026-05-11,e1d12a73-3a86-43cc-982e-4198da2b9980,Reeves-Campbell,colocation,13,54.59,31661.7,1055.39,2023-07-17,2028-05-30,paid,ERP_BILLING_EXPORT
HOU-01,2026-05-11,fa8de7c0-d8b6-42e5-9f2f-94fef48d3a8b,Reeves-Campbell,colocation,25,243.66,38548.61,1284.95,2024-09-03,2027-01-01,paid,ERP_BILLING_EXPORT
HOU-01,2026-05-11,abd7f178-43c7-4649-bf9b-5490a471f85b,Carr Ltd,cloud,46,448.57,85336.56,2844.55,2026-02-21,2027-11-10,overdue,ERP_BILLING_EXPORT
HOU-01,2026-05-11,b50ab8f2-a4d8-4d6e-b22a-294ff832dabf,Simpson Group,wholesale,48,321.91,48292.86,1609.76,2024-06-05,2028-03-23,pending,ERP_BILLING_EXPORT
HOU-01,2026-05-11,67112845-9ee1-4f2c-afc5-bfac2fb732ca,Gonzalez PLC,colocation,29,112.73,43421.75,1447.39,2025-06-14,2026-12-18,overdue,ERP_BILLING_EXPORT
HOU-01,2026-05-11,a03d75b7-1be5-4cb0-9516-16b5965f64d8,"Thomas, Raymond and Perez",cloud,2,6.65,4984.9,166.16,2024-09-10,2027-09-20,overdue,ERP_BILLING_EXPORT
HOU-01,2026-05-11,2f5d282c-1245-4312-b109-7e13e48ad68d,"Young, Young and Anderson",cloud,1,8.89,976.13,32.54,2025-03-08,2027-07-07,overdue,ERP_BILLING_EXPORT
HOU-01,2026-05-11,12d06aee-20b4-4962-b91c-6cc0750aedae,"Klein, Rosales and Williams",cloud,3,23.49,5096.44,169.88,2023-07-11,2027-11-11,pending,ERP_BILLING_EXPORT
HOU-01,2026-05-11,8c328430-4138-4df8-9531-a8809f9695c7,Turner-Watson,wholesale,2,7.64,4191.62,139.72,2025-02-07,2026-06-21,pending,ERP_BILLING_EXPORT
HOU-01,2026-05-11,3bf66110-3d6a-4f32-b1eb-579c1031126b,Mendez-Mckay,wholesale,37,98.43,34212.57,1140.42,2025-08-15,2029-02-26,overdue,ERP_BILLING_EXPORT
