facility_id,report_timestamp,report_hour,total_rack_units,occupied_rack_units,server_utilization_pct,rack_type,cooling_temp_celsius,cooling_efficiency_pue,active_servers,failed_servers,maintenance_servers,network_throughput_gbps,network_utilization_pct,report_source
DAL-02,2026-05-11T09:00:00,9,1781,1013,70.17,storage_dense,18.8,1.367,528,1,0,67.6,61.0,DCIM_EXPORT
DAL-02,2026-05-11T10:00:00,10,1485,813,68.15,standard_1U,18.7,1.415,601,2,3,84.87,80.88,DCIM_EXPORT
DAL-02,2026-05-11T11:00:00,11,1300,816,70.87,standard_1U,18.4,1.727,625,2,5,83.02,31.25,DCIM_EXPORT
DAL-02,2026-05-11T12:00:00,12,1559,1473,74.08,storage_dense,20.8,1.558,746,0,3,25.27,67.67,DCIM_EXPORT
DAL-02,2026-05-11T13:00:00,13,1738,782,74.16,blade,18.8,1.528,276,3,1,78.29,70.93,DCIM_EXPORT
DAL-02,2026-05-11T14:00:00,14,1632,706,74.28,storage_dense,19.1,1.667,247,4,7,38.54,35.15,DCIM_EXPORT
DAL-02,2026-05-11T15:00:00,15,1267,709,76.57,standard_1U,24.3,1.415,799,4,0,72.08,73.03,DCIM_EXPORT
DAL-02,2026-05-11T16:00:00,16,1910,945,66.25,blade,18.3,1.378,302,2,10,96.1,76.91,DCIM_EXPORT
DAL-02,2026-05-11T17:00:00,17,1772,736,72.52,blade,19.2,1.412,433,2,10,24.93,39.58,DCIM_EXPORT
DAL-02,2026-05-11T18:00:00,18,986,1355,75.2,standard_1U,20.2,1.333,586,5,5,65.64,62.62,DCIM_EXPORT
DAL-02,2026-05-11T19:00:00,19,1796,644,57.47,storage_dense,22.5,1.763,643,0,5,32.46,78.53,DCIM_EXPORT
DAL-02,2026-05-11T20:00:00,20,1621,749,47.88,storage_dense,22.8,1.267,789,4,3,74.32,41.2,DCIM_EXPORT
DAL-02,2026-05-11T21:00:00,21,1087,711,40.64,storage_dense,18.8,1.294,731,2,0,54.84,40.7,DCIM_EXPORT
DAL-02,2026-05-11T22:00:00,22,1152,1002,55.05,networking,24.7,1.529,401,4,4,43.7,55.88,DCIM_EXPORT
DAL-02,2026-05-11T23:00:00,23,1037,611,41.55,blade,23.1,1.36,685,2,6,46.71,58.2,DCIM_EXPORT
ATL-01,2026-05-11T00:00:00,0,1170,704,48.06,standard_1U,18.7,1.225,368,4,9,93.94,72.39,DCIM_EXPORT
ATL-01,2026-05-11T01:00:00,1,1557,1110,58.03,gpu_compute,26.0,1.384,751,0,5,38.45,33.25,DCIM_EXPORT
ATL-01,2026-05-11T02:00:00,2,1337,694,43.41,storage_dense,22.8,1.54,558,2,3,28.17,45.43,DCIM_EXPORT
ATL-01,2026-05-11T03:00:00,3,1620,651,45.99,blade,18.2,1.611,281,1,4,15.67,69.19,DCIM_EXPORT
ATL-01,2026-05-11T04:00:00,4,1671,678,44.51,standard_1U,26.3,1.336,457,4,1,55.67,56.46,DCIM_EXPORT
ATL-01,2026-05-11T05:00:00,5,1699,960,52.4,gpu_compute,26.4,1.704,442,4,10,67.21,77.84,DCIM_EXPORT
ATL-01,2026-05-11T06:00:00,6,1254,411,45.02,storage_dense,26.8,1.513,293,5,3,95.37,35.06,DCIM_EXPORT
ATL-01,2026-05-11T07:00:00,7,1259,811,50.94,gpu_compute,23.4,1.316,719,2,7,98.42,35.36,DCIM_EXPORT
ATL-01,2026-05-11T08:00:00,8,864,599,56.79,blade,26.6,1.747,752,2,9,67.14,45.63,DCIM_EXPORT
ATL-01,2026-05-11T09:00:00,9,873,919,73.31,networking,19.5,1.452,403,1,7,39.75,65.78,DCIM_EXPORT
ATL-01,2026-05-11T10:00:00,10,925,1087,70.36,standard_1U,18.7,1.763,505,3,3,49.34,43.67,DCIM_EXPORT
ATL-01,2026-05-11T11:00:00,11,1066,934,69.05,gpu_compute,20.1,1.25,304,3,6,62.78,70.55,DCIM_EXPORT
ATL-01,2026-05-11T12:00:00,12,1247,1285,78.51,networking,18.5,1.505,280,3,4,67.08,78.46,DCIM_EXPORT
ATL-01,2026-05-11T13:00:00,13,1701,1073,70.23,storage_dense,25.9,1.372,432,3,6,34.07,43.77,DCIM_EXPORT
ATL-01,2026-05-11T14:00:00,14,1493,1456,73.36,networking,26.7,1.223,707,1,5,25.68,35.05,DCIM_EXPORT
ATL-01,2026-05-11T15:00:00,15,1161,1486,78.8,blade,19.2,1.222,601,2,10,21.35,32.32,DCIM_EXPORT
ATL-01,2026-05-11T16:00:00,16,1955,624,71.89,storage_dense,22.2,1.341,222,1,7,14.48,56.44,DCIM_EXPORT
ATL-01,2026-05-11T17:00:00,17,1250,1488,79.68,standard_1U,22.9,1.383,228,3,3,69.48,41.59,DCIM_EXPORT
ATL-01,2026-05-11T18:00:00,18,1668,1020,68.35,standard_1U,22.9,1.602,800,1,5,22.46,52.51,DCIM_EXPORT
ATL-01,2026-05-11T19:00:00,19,1252,646,53.01,blade,20.1,1.432,409,5,8,62.46,55.63,DCIM_EXPORT
ATL-01,2026-05-11T20:00:00,20,1316,613,43.11,storage_dense,21.0,1.391,766,2,1,58.27,75.97,DCIM_EXPORT
ATL-01,2026-05-11T21:00:00,21,1577,601,47.37,storage_dense,21.8,1.782,641,2,8,10.52,71.7,DCIM_EXPORT
ATL-01,2026-05-11T22:00:00,22,1263,984,51.38,networking,26.5,1.716,764,0,7,33.21,74.7,DCIM_EXPORT
ATL-01,2026-05-11T23:00:00,23,1293,566,48.41,networking,18.2,1.676,774,1,9,76.47,45.72,DCIM_EXPORT
CHI-01,2026-05-11T00:00:00,0,1261,764,46.29,networking,24.4,1.378,577,0,3,44.83,81.8,DCIM_EXPORT
CHI-01,2026-05-11T01:00:00,1,1574,943,58.33,blade,20.0,1.341,726,0,6,53.85,57.34,DCIM_EXPORT
CHI-01,2026-05-11T02:00:00,2,1228,511,53.32,blade,22.9,1.258,776,3,2,36.65,75.68,DCIM_EXPORT
CHI-01,2026-05-11T03:00:00,3,1505,627,51.96,gpu_compute,25.4,1.44,320,1,2,71.77,83.1,DCIM_EXPORT
CHI-01,2026-05-11T04:00:00,4,941,399,41.27,standard_1U,21.2,1.587,383,0,0,16.71,34.52,DCIM_EXPORT
CHI-01,2026-05-11T05:00:00,5,1432,846,44.16,networking,25.1,1.288,408,0,1,30.37,42.28,DCIM_EXPORT
CHI-01,2026-05-11T06:00:00,6,1814,598,53.74,storage_dense,24.5,1.271,602,1,6,97.93,36.16,DCIM_EXPORT
CHI-01,2026-05-11T07:00:00,7,1248,686,53.21,storage_dense,22.1,1.217,247,0,9,46.88,44.67,DCIM_EXPORT
CHI-01,2026-05-11T08:00:00,8,1878,1104,59.33,standard_1U,22.0,1.245,292,0,9,87.14,77.23,DCIM_EXPORT
CHI-01,2026-05-11T09:00:00,9,1042,844,70.1,blade,23.7,1.245,460,5,6,24.33,56.5,DCIM_EXPORT
CHI-01,2026-05-11T10:00:00,10,1246,1336,74.1,networking,26.4,1.252,431,1,4,63.79,75.14,DCIM_EXPORT
CHI-01,2026-05-11T11:00:00,11,1269,727,70.44,networking,20.5,1.477,750,5,8,28.33,48.73,DCIM_EXPORT
CHI-01,2026-05-11T12:00:00,12,1995,1094,76.52,storage_dense,23.9,1.648,742,3,8,89.59,41.67,DCIM_EXPORT
CHI-01,2026-05-11T13:00:00,13,1290,1433,78.3,storage_dense,21.8,1.29,629,4,1,15.13,79.93,DCIM_EXPORT
CHI-01,2026-05-11T14:00:00,14,1507,1486,79.77,standard_1U,25.1,1.271,674,1,4,44.75,65.56,DCIM_EXPORT
CHI-01,2026-05-11T15:00:00,15,1987,745,66.31,blade,19.8,1.331,394,2,5,82.45,67.75,DCIM_EXPORT
CHI-01,2026-05-11T16:00:00,16,1206,1086,69.32,networking,20.5,1.573,661,4,5,27.75,82.19,DCIM_EXPORT
CHI-01,2026-05-11T17:00:00,17,1176,707,70.37,networking,26.1,1.597,264,1,1,74.64,65.83,DCIM_EXPORT
CHI-01,2026-05-11T18:00:00,18,1479,734,71.98,gpu_compute,26.8,1.341,350,3,1,98.91,83.91,DCIM_EXPORT
CHI-01,2026-05-11T19:00:00,19,1549,1094,58.84,networking,21.9,1.249,246,1,0,57.69,58.89,DCIM_EXPORT
CHI-01,2026-05-11T20:00:00,20,1154,793,49.06,networking,21.1,1.368,513,5,4,33.47,61.08,DCIM_EXPORT
CHI-01,2026-05-11T21:00:00,21,1182,620,53.02,storage_dense,26.7,1.229,700,4,5,59.29,83.64,DCIM_EXPORT
CHI-01,2026-05-11T22:00:00,22,1485,877,58.84,gpu_compute,24.9,1.797,406,5,4,32.98,33.38,DCIM_EXPORT
CHI-01,2026-05-11T23:00:00,23,981,500,44.36,networking,23.1,1.307,236,4,3,47.49,30.71,DCIM_EXPORT
SEA-01,2026-05-11T00:00:00,0,1483,914,55.09,standard_1U,20.6,1.324,736,0,4,56.71,62.18,DCIM_EXPORT
SEA-01,2026-05-11T01:00:00,1,1922,867,45.41,standard_1U,20.0,1.426,592,2,7,64.36,64.77,DCIM_EXPORT
SEA-01,2026-05-11T02:00:00,2,1718,662,40.41,storage_dense,24.5,1.639,437,3,10,77.41,45.52,DCIM_EXPORT
SEA-01,2026-05-11T03:00:00,3,1570,1010,53.92,gpu_compute,24.7,1.794,399,2,0,18.3,71.68,DCIM_EXPORT
SEA-01,2026-05-11T04:00:00,4,1850,572,44.26,blade,26.7,1.656,590,2,4,64.97,37.13,DCIM_EXPORT
SEA-01,2026-05-11T05:00:00,5,1323,737,56.8,standard_1U,22.3,1.703,341,3,2,14.46,61.93,DCIM_EXPORT
SEA-01,2026-05-11T06:00:00,6,1325,509,46.94,blade,21.6,1.769,725,0,7,65.03,75.18,DCIM_EXPORT
SEA-01,2026-05-11T07:00:00,7,1074,867,53.5,blade,22.3,1.414,584,5,7,60.33,60.0,DCIM_EXPORT
SEA-01,2026-05-11T08:00:00,8,1589,708,43.41,networking,26.5,1.466,633,2,3,84.96,77.6,DCIM_EXPORT
SEA-01,2026-05-11T09:00:00,9,867,839,70.97,gpu_compute,20.0,1.632,341,5,1,66.77,54.2,DCIM_EXPORT
SEA-01,2026-05-11T10:00:00,10,1983,1348,72.03,networking,24.9,1.711,686,2,8,79.73,47.44,DCIM_EXPORT
SEA-01,2026-05-11T11:00:00,11,1093,814,74.07,gpu_compute,20.7,1.207,276,5,8,20.58,42.92,DCIM_EXPORT
SEA-01,2026-05-11T12:00:00,12,1163,626,77.82,blade,25.5,1.374,288,3,3,84.63,58.04,DCIM_EXPORT
SEA-01,2026-05-11T13:00:00,13,1322,728,75.15,gpu_compute,25.7,1.397,288,2,6,12.57,43.77,DCIM_EXPORT
SEA-01,2026-05-11T14:00:00,14,1641,1335,74.67,gpu_compute,24.9,1.491,798,4,1,18.19,32.08,DCIM_EXPORT
SEA-01,2026-05-11T15:00:00,15,1711,574,68.26,gpu_compute,21.6,1.677,432,2,3,26.87,71.18,DCIM_EXPORT
SEA-01,2026-05-11T16:00:00,16,1975,900,70.17,networking,18.8,1.798,781,3,0,85.58,61.67,DCIM_EXPORT
SEA-01,2026-05-11T17:00:00,17,1599,1278,76.62,blade,22.3,1.736,228,3,5,50.46,53.73,DCIM_EXPORT
SEA-01,2026-05-11T18:00:00,18,900,648,79.81,networking,18.8,1.752,476,3,4,17.28,46.06,DCIM_EXPORT
SEA-01,2026-05-11T19:00:00,19,1456,417,41.59,gpu_compute,21.9,1.453,441,5,8,15.16,52.99,DCIM_EXPORT
SEA-01,2026-05-11T20:00:00,20,1977,815,43.29,gpu_compute,25.2,1.656,494,5,5,45.86,64.98,DCIM_EXPORT
SEA-01,2026-05-11T21:00:00,21,1902,520,48.17,gpu_compute,18.6,1.502,416,4,1,34.36,46.97,DCIM_EXPORT
SEA-01,2026-05-11T22:00:00,22,1588,696,51.23,storage_dense,26.3,1.35,333,1,3,84.61,31.13,DCIM_EXPORT
SEA-01,2026-05-11T23:00:00,23,1763,746,54.66,gpu_compute,21.4,1.214,675,4,8,68.67,60.31,DCIM_EXPORT
NYC-01,2026-05-11T00:00:00,0,1556,654,56.27,storage_dense,21.7,1.412,307,2,2,45.47,82.52,DCIM_EXPORT
NYC-01,2026-05-11T01:00:00,1,1206,769,42.1,gpu_compute,21.1,1.31,567,2,10,61.89,53.16,DCIM_EXPORT
NYC-01,2026-05-11T02:00:00,2,1310,977,54.87,storage_dense,18.5,1.332,662,2,0,94.18,64.95,DCIM_EXPORT
NYC-01,2026-05-11T03:00:00,3,1908,998,59.82,gpu_compute,21.1,1.203,641,2,2,45.57,68.19,DCIM_EXPORT
NYC-01,2026-05-11T04:00:00,4,1394,590,53.61,gpu_compute,22.1,1.244,248,2,8,19.05,58.3,DCIM_EXPORT
NYC-01,2026-05-11T05:00:00,5,1290,444,43.92,networking,21.6,1.411,223,5,5,63.61,73.65,DCIM_EXPORT
NYC-01,2026-05-11T06:00:00,6,1970,985,52.66,gpu_compute,21.9,1.421,228,5,8,23.07,52.85,DCIM_EXPORT
NYC-01,2026-05-11T07:00:00,7,1512,879,44.23,gpu_compute,24.2,1.567,703,4,10,80.51,63.4,DCIM_EXPORT
NYC-01,2026-05-11T08:00:00,8,1693,682,57.61,storage_dense,22.6,1.581,382,5,2,90.08,43.94,DCIM_EXPORT
NYC-01,2026-05-11T09:00:00,9,1956,1059,73.28,gpu_compute,19.7,1.777,254,1,6,59.94,32.11,DCIM_EXPORT
NYC-01,2026-05-11T10:00:00,10,1113,1143,79.73,gpu_compute,23.8,1.204,211,5,1,61.74,54.6,DCIM_EXPORT
NYC-01,2026-05-11T11:00:00,11,1674,1300,66.41,storage_dense,18.7,1.491,302,3,4,13.62,70.55,DCIM_EXPORT
NYC-01,2026-05-11T12:00:00,12,1749,715,78.1,blade,19.3,1.583,419,0,9,56.32,30.76,DCIM_EXPORT
NYC-01,2026-05-11T13:00:00,13,1919,1335,68.86,blade,23.4,1.227,431,3,7,91.94,78.23,DCIM_EXPORT
NYC-01,2026-05-11T14:00:00,14,1900,994,73.12,blade,23.2,1.277,619,2,6,65.32,31.62,DCIM_EXPORT
NYC-01,2026-05-11T15:00:00,15,1805,1402,74.89,blade,23.7,1.297,572,4,7,18.02,48.34,DCIM_EXPORT
NYC-01,2026-05-11T16:00:00,16,1047,660,72.71,networking,26.1,1.504,258,1,0,43.34,75.37,DCIM_EXPORT
NYC-01,2026-05-11T17:00:00,17,1968,1341,69.03,standard_1U,22.5,1.51,574,2,2,46.61,44.35,DCIM_EXPORT
NYC-01,2026-05-11T18:00:00,18,1121,988,78.55,gpu_compute,21.3,1.363,533,3,10,42.95,33.57,DCIM_EXPORT
NYC-01,2026-05-11T19:00:00,19,1820,884,54.8,gpu_compute,21.5,1.671,349,2,9,84.49,49.21,DCIM_EXPORT
NYC-01,2026-05-11T20:00:00,20,1972,780,49.85,storage_dense,25.6,1.513,446,4,4,59.7,68.67,DCIM_EXPORT
NYC-01,2026-05-11T21:00:00,21,1290,609,46.79,standard_1U,26.6,1.783,483,5,6,66.74,45.21,DCIM_EXPORT
NYC-01,2026-05-11T22:00:00,22,1040,997,53.63,blade,18.3,1.731,328,4,0,84.43,34.13,DCIM_EXPORT
NYC-01,2026-05-11T23:00:00,23,1655,788,44.22,blade,26.1,1.265,642,2,6,35.13,36.72,DCIM_EXPORT
LAX-01,2026-05-11T00:00:00,0,965,821,44.82,gpu_compute,20.9,1.528,377,4,1,91.89,44.21,DCIM_EXPORT
LAX-01,2026-05-11T01:00:00,1,1859,541,45.2,standard_1U,27.0,1.615,260,5,0,62.34,51.35,DCIM_EXPORT
LAX-01,2026-05-11T02:00:00,2,1592,527,50.24,gpu_compute,22.4,1.394,394,0,10,97.9,57.31,DCIM_EXPORT
LAX-01,2026-05-11T03:00:00,3,1815,508,47.12,networking,25.4,1.396,471,0,5,47.52,67.07,DCIM_EXPORT
LAX-01,2026-05-11T04:00:00,4,1216,704,48.27,gpu_compute,23.4,1.241,691,3,3,99.56,64.1,DCIM_EXPORT
LAX-01,2026-05-11T05:00:00,5,1357,823,59.5,standard_1U,23.0,1.34,608,3,2,52.17,64.86,DCIM_EXPORT
LAX-01,2026-05-11T06:00:00,6,1376,699,41.78,standard_1U,22.8,1.477,550,1,1,46.52,64.41,DCIM_EXPORT
LAX-01,2026-05-11T07:00:00,7,1573,545,48.69,storage_dense,27.0,1.385,461,4,7,82.82,72.41,DCIM_EXPORT
LAX-01,2026-05-11T08:00:00,8,1111,692,48.2,storage_dense,19.4,1.337,693,2,4,55.81,53.93,DCIM_EXPORT
LAX-01,2026-05-11T09:00:00,9,1322,1199,69.63,standard_1U,25.5,1.227,418,3,5,54.9,63.93,DCIM_EXPORT
LAX-01,2026-05-11T10:00:00,10,1633,1159,68.24,blade,24.2,1.428,435,1,7,34.85,46.51,DCIM_EXPORT
LAX-01,2026-05-11T11:00:00,11,1275,1366,73.83,gpu_compute,18.4,1.286,243,2,10,36.58,65.98,DCIM_EXPORT
LAX-01,2026-05-11T12:00:00,12,1319,644,76.76,networking,24.6,1.612,426,3,3,96.1,75.23,DCIM_EXPORT
LAX-01,2026-05-11T13:00:00,13,1153,701,68.53,networking,21.5,1.691,448,1,9,69.6,40.96,DCIM_EXPORT
LAX-01,2026-05-11T14:00:00,14,1879,979,69.39,storage_dense,20.5,1.797,733,3,2,45.98,53.85,DCIM_EXPORT
LAX-01,2026-05-11T15:00:00,15,1234,1015,70.59,blade,18.7,1.588,369,2,4,64.31,41.23,DCIM_EXPORT
LAX-01,2026-05-11T16:00:00,16,1026,816,70.19,blade,21.7,1.698,692,5,2,48.82,39.96,DCIM_EXPORT
LAX-01,2026-05-11T17:00:00,17,1759,968,75.54,networking,22.4,1.305,615,5,2,88.82,30.28,DCIM_EXPORT
LAX-01,2026-05-11T18:00:00,18,1246,1187,76.64,gpu_compute,20.6,1.356,537,1,2,51.83,42.19,DCIM_EXPORT
LAX-01,2026-05-11T19:00:00,19,1515,911,57.0,standard_1U,25.5,1.497,688,4,3,29.59,41.5,DCIM_EXPORT
LAX-01,2026-05-11T20:00:00,20,1731,673,42.99,networking,23.5,1.288,538,1,9,96.4,57.37,DCIM_EXPORT
LAX-01,2026-05-11T21:00:00,21,1145,815,49.77,storage_dense,26.6,1.614,583,1,7,14.01,77.61,DCIM_EXPORT
LAX-01,2026-05-11T22:00:00,22,1830,556,52.06,networking,18.5,1.514,360,5,0,63.81,74.44,DCIM_EXPORT
LAX-01,2026-05-11T23:00:00,23,831,562,57.12,storage_dense,26.2,1.524,290,4,8,15.51,36.28,DCIM_EXPORT
MIA-01,2026-05-11T00:00:00,0,1536,1040,54.54,gpu_compute,19.9,1.237,526,0,8,18.15,30.62,DCIM_EXPORT
MIA-01,2026-05-11T01:00:00,1,1785,555,43.93,blade,18.9,1.486,657,1,10,71.81,56.87,DCIM_EXPORT
MIA-01,2026-05-11T02:00:00,2,1422,439,46.28,networking,20.6,1.292,330,1,10,68.74,57.78,DCIM_EXPORT
MIA-01,2026-05-11T03:00:00,3,876,751,57.84,blade,25.6,1.549,728,5,5,96.09,32.76,DCIM_EXPORT
MIA-01,2026-05-11T04:00:00,4,808,852,55.99,gpu_compute,18.9,1.387,247,5,8,17.16,40.8,DCIM_EXPORT
MIA-01,2026-05-11T05:00:00,5,1283,1155,59.52,blade,21.0,1.687,366,2,1,84.73,41.06,DCIM_EXPORT
MIA-01,2026-05-11T06:00:00,6,1780,584,56.06,storage_dense,20.9,1.566,638,2,8,23.6,83.1,DCIM_EXPORT
MIA-01,2026-05-11T07:00:00,7,1189,737,56.5,blade,21.8,1.259,240,3,2,99.4,38.78,DCIM_EXPORT
MIA-01,2026-05-11T08:00:00,8,1584,466,46.74,networking,18.5,1.209,363,2,2,91.6,82.14,DCIM_EXPORT
MIA-01,2026-05-11T09:00:00,9,1604,579,67.25,storage_dense,22.3,1.242,249,3,6,48.1,81.18,DCIM_EXPORT
MIA-01,2026-05-11T10:00:00,10,1905,697,75.94,networking,24.9,1.696,241,1,5,67.84,80.46,DCIM_EXPORT
MIA-01,2026-05-11T11:00:00,11,1764,1312,66.78,gpu_compute,20.9,1.749,324,1,6,44.34,44.22,DCIM_EXPORT
MIA-01,2026-05-11T12:00:00,12,1114,758,71.19,storage_dense,26.0,1.297,392,5,1,93.68,61.52,DCIM_EXPORT
MIA-01,2026-05-11T13:00:00,13,912,655,67.35,gpu_compute,18.7,1.673,644,5,9,54.46,51.08,DCIM_EXPORT
MIA-01,2026-05-11T14:00:00,14,1511,771,77.34,standard_1U,26.0,1.565,736,1,2,12.51,62.76,DCIM_EXPORT
MIA-01,2026-05-11T15:00:00,15,1118,1245,71.53,blade,24.4,1.505,610,5,10,83.96,72.57,DCIM_EXPORT
MIA-01,2026-05-11T16:00:00,16,932,1401,79.43,gpu_compute,23.9,1.652,485,5,9,78.69,54.61,DCIM_EXPORT
MIA-01,2026-05-11T17:00:00,17,1690,777,72.68,networking,18.7,1.706,708,1,6,92.89,33.82,DCIM_EXPORT
MIA-01,2026-05-11T18:00:00,18,1695,1331,78.64,blade,19.5,1.359,750,4,4,64.51,49.02,DCIM_EXPORT
MIA-01,2026-05-11T19:00:00,19,1963,489,45.96,standard_1U,25.7,1.713,515,5,4,85.89,64.27,DCIM_EXPORT
MIA-01,2026-05-11T20:00:00,20,1103,426,41.77,networking,24.3,1.563,760,5,3,56.37,70.08,DCIM_EXPORT
MIA-01,2026-05-11T21:00:00,21,1443,767,55.3,networking,23.1,1.607,522,1,1,16.75,52.7,DCIM_EXPORT
MIA-01,2026-05-11T22:00:00,22,1096,453,42.46,blade,26.0,1.218,221,3,4,35.5,65.17,DCIM_EXPORT
MIA-01,2026-05-11T23:00:00,23,907,635,45.39,gpu_compute,23.9,1.222,721,3,9,66.6,58.87,DCIM_EXPORT
DEN-01,2026-05-11T00:00:00,0,884,1093,59.51,gpu_compute,24.1,1.49,739,4,10,27.21,82.05,DCIM_EXPORT
DEN-01,2026-05-11T01:00:00,1,1079,922,57.53,storage_dense,20.1,1.581,606,4,6,94.98,71.69,DCIM_EXPORT
DEN-01,2026-05-11T02:00:00,2,1088,471,58.31,networking,20.2,1.436,667,0,7,17.18,41.38,DCIM_EXPORT
DEN-01,2026-05-11T03:00:00,3,904,707,54.0,storage_dense,22.4,1.563,613,4,6,54.35,42.12,DCIM_EXPORT
DEN-01,2026-05-11T04:00:00,4,1518,589,48.91,blade,23.4,1.579,311,0,8,99.61,65.15,DCIM_EXPORT
DEN-01,2026-05-11T05:00:00,5,1084,455,52.17,gpu_compute,23.1,1.722,314,5,1,80.53,52.25,DCIM_EXPORT
DEN-01,2026-05-11T06:00:00,6,1330,724,55.42,standard_1U,26.2,1.252,527,3,9,43.79,55.26,DCIM_EXPORT
DEN-01,2026-05-11T07:00:00,7,1229,483,52.81,blade,24.9,1.519,459,3,3,95.58,49.88,DCIM_EXPORT
DEN-01,2026-05-11T08:00:00,8,1657,591,53.43,networking,19.8,1.207,266,2,9,71.55,69.98,DCIM_EXPORT
DEN-01,2026-05-11T09:00:00,9,1299,1381,70.28,gpu_compute,22.8,1.694,212,1,2,64.42,35.29,DCIM_EXPORT
