facility_id,report_timestamp,report_hour,total_rack_units,occupied_rack_units,server_utilization_pct,rack_type,cooling_temp_celsius,cooling_efficiency_pue,active_servers,failed_servers,maintenance_servers,network_throughput_gbps,network_utilization_pct,report_source
DAL-02,2026-05-05T01:00:00,1,1844,622,54.64,storage_dense,26.7,1.622,394,2,7,20.3,33.49,DCIM_EXPORT
DAL-02,2026-05-05T02:00:00,2,1458,894,55.13,storage_dense,21.3,1.205,791,4,1,50.62,42.35,DCIM_EXPORT
DAL-02,2026-05-05T03:00:00,3,1948,594,45.55,storage_dense,22.1,1.486,393,3,4,64.31,59.77,DCIM_EXPORT
DAL-02,2026-05-05T04:00:00,4,1641,507,52.21,blade,25.2,1.655,662,2,6,35.38,46.82,DCIM_EXPORT
DAL-02,2026-05-05T05:00:00,5,1296,1052,58.4,storage_dense,19.3,1.604,781,2,6,80.9,83.85,DCIM_EXPORT
DAL-02,2026-05-05T06:00:00,6,1598,845,43.19,blade,24.2,1.219,308,5,7,48.32,76.19,DCIM_EXPORT
DAL-02,2026-05-05T07:00:00,7,1522,407,49.65,blade,20.6,1.627,627,2,3,38.68,63.95,DCIM_EXPORT
DAL-02,2026-05-05T08:00:00,8,1811,616,57.09,gpu_compute,25.8,1.672,716,4,5,56.01,47.37,DCIM_EXPORT
DAL-02,2026-05-05T09:00:00,9,1507,1036,75.07,blade,21.8,1.246,520,5,5,35.72,40.5,DCIM_EXPORT
DAL-02,2026-05-05T10:00:00,10,1244,1020,73.55,storage_dense,22.0,1.75,250,4,2,40.66,53.34,DCIM_EXPORT
DAL-02,2026-05-05T11:00:00,11,1787,676,68.94,networking,22.4,1.604,617,1,4,18.68,40.09,DCIM_EXPORT
DAL-02,2026-05-05T12:00:00,12,1239,879,67.52,storage_dense,20.2,1.703,546,3,7,80.49,46.53,DCIM_EXPORT
DAL-02,2026-05-05T13:00:00,13,1578,936,72.97,blade,20.8,1.395,598,0,1,33.83,66.93,DCIM_EXPORT
DAL-02,2026-05-05T14:00:00,14,1305,1121,73.38,standard_1U,24.2,1.225,664,1,10,18.49,54.98,DCIM_EXPORT
DAL-02,2026-05-05T15:00:00,15,912,661,70.64,blade,18.4,1.452,598,0,1,56.3,76.41,DCIM_EXPORT
DAL-02,2026-05-05T16:00:00,16,1029,979,70.6,gpu_compute,22.2,1.249,551,1,10,97.29,61.5,DCIM_EXPORT
DAL-02,2026-05-05T17:00:00,17,1744,971,69.49,storage_dense,23.7,1.546,430,2,1,86.1,34.81,DCIM_EXPORT
DAL-02,2026-05-05T18:00:00,18,1187,813,78.18,storage_dense,22.2,1.334,537,2,8,25.26,77.39,DCIM_EXPORT
DAL-02,2026-05-05T19:00:00,19,1813,803,48.96,standard_1U,22.6,1.239,542,1,0,34.52,59.63,DCIM_EXPORT
DAL-02,2026-05-05T20:00:00,20,1120,742,47.03,standard_1U,23.8,1.578,667,4,4,43.72,30.3,DCIM_EXPORT
DAL-02,2026-05-05T21:00:00,21,1076,926,50.11,standard_1U,26.8,1.59,555,0,1,91.93,53.69,DCIM_EXPORT
DAL-02,2026-05-05T22:00:00,22,1319,550,59.81,networking,26.4,1.735,585,1,7,57.69,71.92,DCIM_EXPORT
DAL-02,2026-05-05T23:00:00,23,1661,539,56.24,storage_dense,18.5,1.25,551,1,3,47.64,46.04,DCIM_EXPORT
ATL-01,2026-05-05T00:00:00,0,1524,728,40.43,networking,21.9,1.783,310,2,1,48.13,46.14,DCIM_EXPORT
ATL-01,2026-05-05T01:00:00,1,1980,461,46.03,storage_dense,18.1,1.45,680,4,10,17.84,41.46,DCIM_EXPORT
ATL-01,2026-05-05T02:00:00,2,1838,539,45.39,blade,23.0,1.355,333,5,9,77.31,82.85,DCIM_EXPORT
ATL-01,2026-05-05T03:00:00,3,1449,534,53.64,blade,21.1,1.545,619,4,10,82.52,38.2,DCIM_EXPORT
ATL-01,2026-05-05T04:00:00,4,1249,683,57.1,gpu_compute,22.1,1.447,291,2,6,11.71,65.46,DCIM_EXPORT
ATL-01,2026-05-05T05:00:00,5,917,493,52.85,networking,26.6,1.342,526,0,0,64.91,41.68,DCIM_EXPORT
ATL-01,2026-05-05T06:00:00,6,1574,539,41.94,blade,26.0,1.464,389,4,0,49.23,75.64,DCIM_EXPORT
ATL-01,2026-05-05T07:00:00,7,1171,355,41.42,storage_dense,25.2,1.725,347,0,10,42.32,40.81,DCIM_EXPORT
ATL-01,2026-05-05T08:00:00,8,1171,644,43.44,networking,24.3,1.781,779,3,2,80.48,31.99,DCIM_EXPORT
ATL-01,2026-05-05T09:00:00,9,802,702,79.89,blade,21.1,1.645,797,5,10,46.9,62.12,DCIM_EXPORT
ATL-01,2026-05-05T10:00:00,10,996,1111,66.98,networking,22.6,1.231,515,4,3,86.56,56.5,DCIM_EXPORT
ATL-01,2026-05-05T11:00:00,11,1546,609,69.3,networking,24.6,1.209,595,1,2,81.63,75.24,DCIM_EXPORT
ATL-01,2026-05-05T12:00:00,12,1595,1375,75.52,gpu_compute,18.9,1.518,244,4,8,38.56,78.5,DCIM_EXPORT
ATL-01,2026-05-05T13:00:00,13,1416,921,66.46,blade,20.1,1.585,567,5,4,68.79,53.97,DCIM_EXPORT
ATL-01,2026-05-05T14:00:00,14,1180,892,71.09,storage_dense,27.0,1.514,658,2,3,79.55,35.16,DCIM_EXPORT
ATL-01,2026-05-05T15:00:00,15,1846,855,68.32,networking,24.3,1.495,306,2,0,93.02,54.81,DCIM_EXPORT
ATL-01,2026-05-05T16:00:00,16,1871,625,65.7,gpu_compute,18.8,1.754,308,1,10,74.93,73.8,DCIM_EXPORT
ATL-01,2026-05-05T17:00:00,17,1647,1477,75.29,networking,23.4,1.453,745,3,3,94.42,73.11,DCIM_EXPORT
ATL-01,2026-05-05T18:00:00,18,1686,1340,67.99,storage_dense,26.0,1.727,531,3,6,26.35,77.96,DCIM_EXPORT
ATL-01,2026-05-05T19:00:00,19,1950,528,44.31,storage_dense,20.2,1.763,684,3,1,83.06,33.7,DCIM_EXPORT
ATL-01,2026-05-05T20:00:00,20,1345,667,41.17,gpu_compute,23.9,1.571,409,1,10,95.9,80.26,DCIM_EXPORT
ATL-01,2026-05-05T21:00:00,21,840,1012,56.13,gpu_compute,19.3,1.504,356,3,8,25.44,59.22,DCIM_EXPORT
ATL-01,2026-05-05T22:00:00,22,1019,851,52.94,standard_1U,25.0,1.574,277,1,9,65.26,32.9,DCIM_EXPORT
ATL-01,2026-05-05T23:00:00,23,1521,807,59.61,standard_1U,25.2,1.54,607,5,5,70.71,55.07,DCIM_EXPORT
CHI-01,2026-05-05T00:00:00,0,1703,523,57.64,blade,23.5,1.786,426,4,7,93.08,59.46,DCIM_EXPORT
CHI-01,2026-05-05T01:00:00,1,1737,541,40.9,blade,19.1,1.354,303,4,2,12.08,52.52,DCIM_EXPORT
CHI-01,2026-05-05T02:00:00,2,1022,450,52.53,gpu_compute,18.8,1.215,264,2,8,38.05,53.5,DCIM_EXPORT
CHI-01,2026-05-05T03:00:00,3,1574,769,52.35,standard_1U,20.0,1.713,545,4,7,13.42,70.7,DCIM_EXPORT
CHI-01,2026-05-05T04:00:00,4,996,470,56.63,standard_1U,26.5,1.434,601,5,5,34.84,34.43,DCIM_EXPORT
CHI-01,2026-05-05T05:00:00,5,1424,478,41.31,gpu_compute,26.3,1.638,800,1,4,48.22,82.35,DCIM_EXPORT
CHI-01,2026-05-05T06:00:00,6,1281,862,55.02,standard_1U,26.1,1.325,766,1,7,96.92,53.08,DCIM_EXPORT
CHI-01,2026-05-05T07:00:00,7,1347,736,55.2,gpu_compute,18.3,1.418,390,5,7,35.2,63.54,DCIM_EXPORT
CHI-01,2026-05-05T08:00:00,8,1864,732,46.74,blade,19.1,1.27,602,3,5,82.65,68.94,DCIM_EXPORT
CHI-01,2026-05-05T09:00:00,9,1244,1208,73.51,storage_dense,23.7,1.776,573,4,0,29.86,59.88,DCIM_EXPORT
CHI-01,2026-05-05T10:00:00,10,1074,1114,75.05,networking,20.8,1.451,459,0,9,45.5,63.27,DCIM_EXPORT
CHI-01,2026-05-05T11:00:00,11,1902,841,70.7,gpu_compute,18.2,1.743,498,2,2,37.7,60.42,DCIM_EXPORT
CHI-01,2026-05-05T12:00:00,12,1773,1113,69.2,blade,19.0,1.615,344,5,2,94.4,73.43,DCIM_EXPORT
CHI-01,2026-05-05T13:00:00,13,1519,1264,68.37,gpu_compute,22.6,1.678,642,0,5,12.11,64.62,DCIM_EXPORT
CHI-01,2026-05-05T14:00:00,14,1642,1300,77.88,gpu_compute,24.0,1.586,323,3,3,86.54,50.88,DCIM_EXPORT
CHI-01,2026-05-05T15:00:00,15,845,1298,79.67,standard_1U,24.1,1.497,269,4,4,35.79,39.59,DCIM_EXPORT
CHI-01,2026-05-05T16:00:00,16,1021,682,65.5,blade,27.0,1.71,398,2,5,85.73,72.95,DCIM_EXPORT
CHI-01,2026-05-05T17:00:00,17,1845,831,71.85,blade,26.0,1.719,683,1,3,73.69,61.71,DCIM_EXPORT
CHI-01,2026-05-05T18:00:00,18,1066,883,67.19,storage_dense,23.1,1.751,752,3,8,11.75,34.9,DCIM_EXPORT
CHI-01,2026-05-05T19:00:00,19,1334,650,55.61,networking,19.1,1.282,556,0,3,42.94,46.65,DCIM_EXPORT
CHI-01,2026-05-05T20:00:00,20,898,820,42.87,networking,18.3,1.608,694,1,10,49.86,69.66,DCIM_EXPORT
CHI-01,2026-05-05T21:00:00,21,1510,421,40.1,gpu_compute,18.3,1.61,715,5,0,44.84,65.22,DCIM_EXPORT
CHI-01,2026-05-05T22:00:00,22,1820,638,44.13,networking,26.5,1.613,677,4,2,37.46,55.51,DCIM_EXPORT
CHI-01,2026-05-05T23:00:00,23,1490,617,40.55,storage_dense,19.6,1.626,613,1,2,78.9,69.56,DCIM_EXPORT
SEA-01,2026-05-05T00:00:00,0,1643,818,54.02,networking,26.1,1.642,584,3,4,71.29,40.24,DCIM_EXPORT
SEA-01,2026-05-05T01:00:00,1,1724,878,47.2,gpu_compute,18.2,1.44,683,4,1,25.79,57.97,DCIM_EXPORT
SEA-01,2026-05-05T02:00:00,2,1422,445,50.76,gpu_compute,24.1,1.676,799,1,9,60.52,78.67,DCIM_EXPORT
SEA-01,2026-05-05T03:00:00,3,1540,461,50.13,storage_dense,18.3,1.684,467,1,3,24.1,34.16,DCIM_EXPORT
SEA-01,2026-05-05T04:00:00,4,1301,388,45.52,blade,25.0,1.231,777,5,1,86.46,56.79,DCIM_EXPORT
SEA-01,2026-05-05T05:00:00,5,1283,792,43.55,networking,26.0,1.591,531,3,7,60.9,73.72,DCIM_EXPORT
SEA-01,2026-05-05T06:00:00,6,870,568,51.78,blade,21.9,1.793,717,5,5,27.61,56.91,DCIM_EXPORT
SEA-01,2026-05-05T07:00:00,7,1691,909,50.55,blade,21.0,1.23,607,5,3,82.67,52.93,DCIM_EXPORT
SEA-01,2026-05-05T08:00:00,8,1167,702,57.99,standard_1U,20.1,1.244,575,0,7,88.71,56.94,DCIM_EXPORT
SEA-01,2026-05-05T09:00:00,9,1263,654,78.4,gpu_compute,23.2,1.287,349,2,9,35.49,33.86,DCIM_EXPORT
SEA-01,2026-05-05T10:00:00,10,1917,1295,67.67,blade,25.6,1.672,683,4,4,73.5,43.98,DCIM_EXPORT
SEA-01,2026-05-05T11:00:00,11,1423,1161,71.46,storage_dense,20.4,1.414,721,3,5,42.96,31.0,DCIM_EXPORT
SEA-01,2026-05-05T12:00:00,12,1021,956,72.78,gpu_compute,23.2,1.446,541,0,7,50.61,60.18,DCIM_EXPORT
SEA-01,2026-05-05T13:00:00,13,1572,629,65.82,networking,21.6,1.342,350,5,9,53.21,54.8,DCIM_EXPORT
SEA-01,2026-05-05T14:00:00,14,943,1371,72.48,storage_dense,21.8,1.308,557,2,8,24.07,31.59,DCIM_EXPORT
SEA-01,2026-05-05T15:00:00,15,1402,964,67.0,gpu_compute,24.4,1.441,620,0,9,33.94,40.02,DCIM_EXPORT
SEA-01,2026-05-05T16:00:00,16,1444,1137,75.88,storage_dense,22.6,1.325,485,5,10,10.51,45.12,DCIM_EXPORT
SEA-01,2026-05-05T17:00:00,17,1909,726,72.27,blade,23.8,1.647,425,0,1,81.54,72.06,DCIM_EXPORT
SEA-01,2026-05-05T18:00:00,18,1935,1496,79.14,networking,20.4,1.39,258,2,9,28.31,47.34,DCIM_EXPORT
SEA-01,2026-05-05T19:00:00,19,1954,661,46.0,networking,21.6,1.397,798,2,5,11.75,59.86,DCIM_EXPORT
SEA-01,2026-05-05T20:00:00,20,1329,515,47.38,storage_dense,25.2,1.627,784,0,10,26.82,61.07,DCIM_EXPORT
SEA-01,2026-05-05T21:00:00,21,845,527,59.79,gpu_compute,26.5,1.52,265,2,10,38.77,48.75,DCIM_EXPORT
SEA-01,2026-05-05T22:00:00,22,1031,788,47.41,blade,23.2,1.437,298,5,0,87.63,42.41,DCIM_EXPORT
SEA-01,2026-05-05T23:00:00,23,933,703,53.18,gpu_compute,24.2,1.464,270,4,7,13.42,54.57,DCIM_EXPORT
NYC-01,2026-05-05T00:00:00,0,837,870,50.41,blade,24.1,1.474,292,1,10,91.65,72.17,DCIM_EXPORT
NYC-01,2026-05-05T01:00:00,1,1867,570,46.49,blade,26.8,1.209,676,4,3,40.39,50.87,DCIM_EXPORT
NYC-01,2026-05-05T02:00:00,2,1612,886,59.49,networking,26.0,1.321,735,5,7,81.05,57.85,DCIM_EXPORT
NYC-01,2026-05-05T03:00:00,3,1766,852,46.95,storage_dense,20.9,1.202,279,0,2,10.62,37.64,DCIM_EXPORT
NYC-01,2026-05-05T04:00:00,4,1527,419,40.28,gpu_compute,23.3,1.227,256,1,10,72.97,50.46,DCIM_EXPORT
NYC-01,2026-05-05T05:00:00,5,1916,899,50.52,networking,19.1,1.299,787,0,0,27.97,52.41,DCIM_EXPORT
NYC-01,2026-05-05T06:00:00,6,1463,906,46.12,networking,18.7,1.667,457,1,6,51.41,36.17,DCIM_EXPORT
NYC-01,2026-05-05T07:00:00,7,1231,393,43.25,gpu_compute,24.8,1.446,483,2,7,73.86,32.99,DCIM_EXPORT
NYC-01,2026-05-05T08:00:00,8,1541,738,53.08,networking,24.6,1.461,453,4,3,49.01,46.59,DCIM_EXPORT
NYC-01,2026-05-05T09:00:00,9,1201,588,73.24,storage_dense,19.7,1.692,693,1,1,82.11,47.01,DCIM_EXPORT
NYC-01,2026-05-05T10:00:00,10,1901,905,74.19,storage_dense,20.0,1.292,276,2,10,43.62,72.89,DCIM_EXPORT
NYC-01,2026-05-05T11:00:00,11,802,1015,78.11,storage_dense,25.4,1.538,204,0,6,33.23,51.0,DCIM_EXPORT
NYC-01,2026-05-05T12:00:00,12,1189,819,79.9,standard_1U,22.6,1.731,600,1,8,73.63,48.98,DCIM_EXPORT
NYC-01,2026-05-05T13:00:00,13,1020,952,72.89,storage_dense,21.8,1.201,646,0,5,84.99,68.95,DCIM_EXPORT
NYC-01,2026-05-05T14:00:00,14,1079,931,70.02,standard_1U,18.8,1.612,557,3,7,46.49,47.35,DCIM_EXPORT
NYC-01,2026-05-05T15:00:00,15,1856,661,69.94,blade,19.1,1.712,498,2,1,20.57,77.47,DCIM_EXPORT
NYC-01,2026-05-05T16:00:00,16,1667,1074,66.67,networking,18.5,1.286,781,4,7,78.15,75.89,DCIM_EXPORT
NYC-01,2026-05-05T17:00:00,17,1214,1202,71.73,standard_1U,26.2,1.737,633,5,0,19.7,60.29,DCIM_EXPORT
NYC-01,2026-05-05T18:00:00,18,1533,912,79.52,networking,25.1,1.24,748,2,9,64.58,56.49,DCIM_EXPORT
NYC-01,2026-05-05T19:00:00,19,898,807,41.12,standard_1U,21.9,1.789,736,4,6,51.8,65.66,DCIM_EXPORT
NYC-01,2026-05-05T20:00:00,20,1295,823,47.99,standard_1U,18.2,1.576,320,0,3,93.19,72.88,DCIM_EXPORT
NYC-01,2026-05-05T21:00:00,21,1251,587,45.06,gpu_compute,22.4,1.288,601,4,0,32.97,58.65,DCIM_EXPORT
NYC-01,2026-05-05T22:00:00,22,1648,1154,59.89,standard_1U,23.6,1.783,488,3,6,39.53,70.19,DCIM_EXPORT
NYC-01,2026-05-05T23:00:00,23,1139,904,48.21,networking,24.1,1.451,487,4,4,80.36,63.7,DCIM_EXPORT
LAX-01,2026-05-05T00:00:00,0,850,420,45.49,networking,22.1,1.677,463,5,3,57.43,31.73,DCIM_EXPORT
LAX-01,2026-05-05T01:00:00,1,1258,539,58.67,blade,19.5,1.277,630,2,3,40.33,38.82,DCIM_EXPORT
LAX-01,2026-05-05T02:00:00,2,1733,443,48.9,standard_1U,20.6,1.771,427,3,6,44.03,35.7,DCIM_EXPORT
LAX-01,2026-05-05T03:00:00,3,1304,699,52.89,networking,24.7,1.375,268,2,9,99.66,47.89,DCIM_EXPORT
LAX-01,2026-05-05T04:00:00,4,1610,407,41.69,blade,19.3,1.516,201,2,6,53.4,63.71,DCIM_EXPORT
LAX-01,2026-05-05T05:00:00,5,1782,877,46.0,blade,20.7,1.277,635,0,10,81.86,35.13,DCIM_EXPORT
LAX-01,2026-05-05T06:00:00,6,931,549,44.13,storage_dense,20.1,1.607,208,3,10,77.39,84.69,DCIM_EXPORT
LAX-01,2026-05-05T07:00:00,7,1695,474,55.53,storage_dense,23.4,1.739,295,2,9,42.58,68.94,DCIM_EXPORT
LAX-01,2026-05-05T08:00:00,8,1732,906,48.13,gpu_compute,19.8,1.503,295,1,0,30.58,81.82,DCIM_EXPORT
LAX-01,2026-05-05T09:00:00,9,1794,1038,74.13,storage_dense,24.2,1.486,664,0,5,27.49,47.62,DCIM_EXPORT
LAX-01,2026-05-05T10:00:00,10,1243,937,78.23,storage_dense,22.0,1.329,424,0,4,68.24,77.76,DCIM_EXPORT
LAX-01,2026-05-05T11:00:00,11,1277,695,66.58,networking,22.0,1.672,775,4,0,42.62,69.31,DCIM_EXPORT
LAX-01,2026-05-05T12:00:00,12,1183,968,70.93,standard_1U,25.7,1.385,604,3,10,80.5,59.82,DCIM_EXPORT
LAX-01,2026-05-05T13:00:00,13,1701,902,67.78,standard_1U,21.8,1.306,794,3,7,52.09,33.13,DCIM_EXPORT
LAX-01,2026-05-05T14:00:00,14,951,607,65.71,standard_1U,26.7,1.631,448,4,0,61.95,40.55,DCIM_EXPORT
LAX-01,2026-05-05T15:00:00,15,1983,722,65.58,blade,18.3,1.312,735,2,1,54.47,54.79,DCIM_EXPORT
LAX-01,2026-05-05T16:00:00,16,1391,811,69.16,networking,23.6,1.202,257,3,6,19.79,39.39,DCIM_EXPORT
LAX-01,2026-05-05T17:00:00,17,987,1245,75.97,blade,18.7,1.675,661,3,7,98.98,40.68,DCIM_EXPORT
LAX-01,2026-05-05T18:00:00,18,1964,801,71.53,gpu_compute,21.7,1.618,689,3,0,31.75,68.5,DCIM_EXPORT
LAX-01,2026-05-05T19:00:00,19,1173,919,52.76,storage_dense,18.4,1.568,724,1,3,85.52,49.11,DCIM_EXPORT
LAX-01,2026-05-05T20:00:00,20,1227,357,43.59,gpu_compute,23.2,1.207,520,0,3,78.44,78.1,DCIM_EXPORT
LAX-01,2026-05-05T21:00:00,21,945,540,52.03,gpu_compute,23.8,1.392,715,1,5,35.79,72.96,DCIM_EXPORT
LAX-01,2026-05-05T22:00:00,22,1841,832,56.27,networking,25.1,1.363,280,2,0,46.74,77.93,DCIM_EXPORT
LAX-01,2026-05-05T23:00:00,23,1884,624,50.6,networking,18.2,1.652,550,1,10,11.25,65.83,DCIM_EXPORT
MIA-01,2026-05-05T00:00:00,0,1163,406,43.42,standard_1U,22.5,1.496,672,5,6,42.26,37.04,DCIM_EXPORT
MIA-01,2026-05-05T01:00:00,1,1051,851,43.74,gpu_compute,21.3,1.737,666,1,0,33.17,52.41,DCIM_EXPORT
MIA-01,2026-05-05T02:00:00,2,1421,931,52.63,storage_dense,26.4,1.316,354,5,4,24.71,68.92,DCIM_EXPORT
MIA-01,2026-05-05T03:00:00,3,1966,720,45.08,standard_1U,25.2,1.595,765,4,10,51.37,36.78,DCIM_EXPORT
MIA-01,2026-05-05T04:00:00,4,1434,792,54.9,networking,26.2,1.206,541,1,8,68.83,48.18,DCIM_EXPORT
MIA-01,2026-05-05T05:00:00,5,1877,554,45.17,storage_dense,24.0,1.23,766,1,8,69.39,70.57,DCIM_EXPORT
MIA-01,2026-05-05T06:00:00,6,925,585,44.86,storage_dense,25.9,1.695,329,0,9,17.64,72.03,DCIM_EXPORT
MIA-01,2026-05-05T07:00:00,7,1400,610,51.56,storage_dense,19.2,1.449,406,1,10,77.54,32.41,DCIM_EXPORT
MIA-01,2026-05-05T08:00:00,8,1304,951,52.23,blade,26.4,1.469,581,5,4,89.87,44.81,DCIM_EXPORT
MIA-01,2026-05-05T09:00:00,9,1880,1192,69.4,standard_1U,22.8,1.497,577,4,8,92.65,32.53,DCIM_EXPORT
MIA-01,2026-05-05T10:00:00,10,982,1421,72.43,gpu_compute,22.1,1.702,287,5,2,54.78,33.59,DCIM_EXPORT
MIA-01,2026-05-05T11:00:00,11,1208,714,66.74,gpu_compute,19.8,1.474,460,3,7,93.6,82.74,DCIM_EXPORT
MIA-01,2026-05-05T12:00:00,12,1590,1359,76.1,networking,22.8,1.244,597,4,8,11.83,79.33,DCIM_EXPORT
MIA-01,2026-05-05T13:00:00,13,907,1261,72.47,storage_dense,20.7,1.366,406,1,9,33.38,64.18,DCIM_EXPORT
MIA-01,2026-05-05T14:00:00,14,1114,1486,78.8,blade,21.7,1.504,507,3,9,29.52,66.04,DCIM_EXPORT
MIA-01,2026-05-05T15:00:00,15,1622,1435,75.16,standard_1U,26.6,1.328,648,2,9,86.69,68.48,DCIM_EXPORT
MIA-01,2026-05-05T16:00:00,16,1372,612,69.17,standard_1U,20.3,1.685,621,0,1,86.08,30.34,DCIM_EXPORT
MIA-01,2026-05-05T17:00:00,17,1290,711,73.87,gpu_compute,21.2,1.362,347,3,2,87.87,68.6,DCIM_EXPORT
MIA-01,2026-05-05T18:00:00,18,1150,1243,68.34,gpu_compute,26.8,1.275,285,2,2,44.02,46.86,DCIM_EXPORT
MIA-01,2026-05-05T19:00:00,19,1752,579,50.21,storage_dense,18.0,1.635,499,5,4,77.8,31.16,DCIM_EXPORT
MIA-01,2026-05-05T20:00:00,20,1048,521,40.87,gpu_compute,26.6,1.697,766,5,10,82.77,62.74,DCIM_EXPORT
MIA-01,2026-05-05T21:00:00,21,1469,905,47.57,networking,19.0,1.441,235,3,10,97.43,77.12,DCIM_EXPORT
MIA-01,2026-05-05T22:00:00,22,805,814,47.97,storage_dense,23.1,1.362,748,4,4,53.11,38.57,DCIM_EXPORT
MIA-01,2026-05-05T23:00:00,23,1776,769,59.06,storage_dense,24.7,1.24,263,1,10,83.63,40.09,DCIM_EXPORT
DEN-01,2026-05-05T00:00:00,0,1689,758,45.39,standard_1U,25.2,1.205,462,3,5,49.75,32.57,DCIM_EXPORT
DEN-01,2026-05-05T01:00:00,1,1059,716,58.09,networking,23.9,1.284,496,5,1,30.7,37.08,DCIM_EXPORT
DEN-01,2026-05-05T02:00:00,2,1129,1127,57.96,blade,23.1,1.518,692,5,9,94.42,54.83,DCIM_EXPORT
DEN-01,2026-05-05T03:00:00,3,1560,837,46.1,gpu_compute,25.5,1.679,623,5,6,25.49,33.13,DCIM_EXPORT
DEN-01,2026-05-05T04:00:00,4,924,466,50.02,networking,22.0,1.576,409,4,6,49.04,33.88,DCIM_EXPORT
DEN-01,2026-05-05T05:00:00,5,1254,855,43.55,networking,24.6,1.66,739,3,3,52.59,39.87,DCIM_EXPORT
DEN-01,2026-05-05T06:00:00,6,901,619,43.7,gpu_compute,26.6,1.599,518,3,8,44.79,81.2,DCIM_EXPORT
DEN-01,2026-05-05T07:00:00,7,1303,571,47.8,standard_1U,23.2,1.286,503,0,5,29.25,55.15,DCIM_EXPORT
DEN-01,2026-05-05T08:00:00,8,1630,449,53.1,storage_dense,23.7,1.78,800,5,7,14.73,46.21,DCIM_EXPORT
DEN-01,2026-05-05T09:00:00,9,1558,1132,79.59,storage_dense,22.6,1.727,751,5,1,39.56,58.77,DCIM_EXPORT
